,feature,weight,weight_abs
54,population: 30-34,0.004005805060777933,0.05124238424132299
56,population: 40-44,0.0040032822487110886,0.051210112350071044
207,birth: thailand_pc,-0.003890616213161318,0.049768884882185546
96,birth: samoa,0.003844842854168518,0.04918335063527699
242,birth: bangladesh_pc,-0.0038383565299753087,0.04910037737233003
75,birth: afghanistan age,0.003835856025527017,0.04906839084083575
123,studying: primary total,0.0038267897617467734,0.04895241490960304
95,birth: mauritius,0.0038182115850630624,0.04884268260384992
223,birth: greece_pc,-0.0038121905698976634,0.04876566158861153
115,birth: cambodia,-0.0038095476081685016,0.04873185273910288
122,studying: tertiary FT 25+,-0.003761680255429988,0.0481195320583842
260,studying: preschool_pc,0.0037615399049601506,0.04811773669076278
120,studying: primary other,0.0037525760531688973,0.048003070816912075
220,birth: poland_pc,0.003741394073879124,0.04786003058638379
13,c10_drug_dealing_and_trafficking,0.0037263721699005007,0.04766786991854555
213,birth: chile_pc,0.0037083897409827798,0.04743783812263604
74,birth: egypt,-0.0036889136390706964,0.04718869921483599
155,c10_drug_dealing_and_trafficking_pc,0.003640218591591746,0.04656579063698291
49,population: 5-9,0.0035166701850158242,0.044985355536894166
157,c30_drug_use_and_possession_pc,0.00346796230602231,0.04436228281790349
170,total_crimes_pc,0.003458273633128563,0.04423834500972831
20,e20_breaches_of_orders,0.003457636564617808,0.04423019560931544
82,birth: chile,0.003398770805846967,0.04347718297294749
210,birth: nepal_pc,-0.003382945650805025,0.04327474709226082
57,population: 45-49,0.0033630085364325492,0.043019710898577646
89,birth: poland,0.0033451346372248007,0.042791067418129235
83,birth: fiji,0.003298330199479664,0.04219234357941363
159,d20_disorderly_and_offensive_conduct_pc,0.003198097088998528,0.040910158479777275
52,population: 20-24,-0.003192327287284331,0.04083635099490238
15,c30_drug_use_and_possession,0.0031254780313130434,0.03998121321142222
224,birth: pakistan_pc,-0.0031043384897811543,0.039710795531723124
5,"a70_stalking,_harassment_and_threatening_behaviour",0.003098178081598155,0.039631991396622414
259,studying: secondary catholic_pc,-0.002981267466548979,0.0381364671343719
8,b10_arson,0.0029554338210491427,0.0378060023291775
144,economic: number of earners,0.0029540623288192734,0.03778845815746654
72,birth: country of birth not stated,0.002854648131140459,0.0365167486161362
7,other_crimes_against_the_person,0.0028463647060151423,0.0364107867815822
261,studying: primary catholic_pc,-0.0028452337406443162,0.03639631943701196
85,birth: japan,-0.0028198458438714767,0.036071556663543336
79,birth: nepal,-0.002796166833147525,0.03576865401412297
64,population: 80-84,-0.002779978296156958,0.03556156974012827
194,population: 70-74_pc,-0.0027794919345624806,0.0355553481873252
211,birth: north macedonia_pc,-0.0027713617854939736,0.035451347064907435
10,b30_burglary/break_and_enter,0.002767481962198718,0.035401716243370324
152,b30_burglary/break_and_enter_pc,0.0027667299269336786,0.03539209618462321
247,birth: born elsewhere_pc,0.00269326696059829,0.034452355610294236
105,birth: total,0.0026660544678705988,0.03410425254802346
234,birth: lebanon_pc,-0.0026630985333238075,0.03406644014039485
6,a80_dangerous_and_negligent_acts_endangering_people,0.002611839802533248,0.03341073684504221
151,b20_property_damage_pc,0.002601031940059424,0.03327248232858217
50,population: 10-14,0.002521772499309666,0.032258593071359365
116,birth: born elsewhere,0.002506122452385091,0.032058397179213764
163,f20_transport_regulation_offences_pc,0.0024780527235761752,0.031699328326048735
65,population: 85 and over,-0.002443757215916975,0.03126061911415246
253,studying: tertiary FT 25+_pc,-0.0024353939976331455,0.031153636563006848
143,relationships: lone parents,0.0024146103962480008,0.030887772080852225
167,d40_public_security_offences_pc,0.002411403387704678,0.03084674792676865
230,birth: philippines_pc,-0.002405116773995727,0.03076632936661328
80,birth: north macedonia,-0.002396614463239419,0.03065756754018799
58,population: 50-54,0.0023351709493514184,0.029871580179341595
217,birth: malta_pc,-0.002332097276193307,0.02983226165569641
103,birth: lebanon,-0.0023128548555030235,0.029586112005430307
39,economic: median age of earners,-0.002299324746925747,0.02941303443125375
243,birth: turkey_pc,-0.0022513917489228297,0.028799874014249566
249,birth: croatia_pc,-0.002234921958581218,0.02858919193854841
16,d10_weapons_and_explosives_offences,0.002228021672820999,0.0285009232662253
263,studying: secondary total_pc,-0.002223133375259528,0.02843839201017806
185,population: 25-29_pc,0.002220422789641854,0.028403718113762126
19,e10_justice_procedures,0.0022152075781617826,0.028337004964593134
172,economic: median income_pc,0.0022017645476917177,0.02816504129630092
132,studying: secondary total,0.002183757066388407,0.027934689029487546
257,studying: tafe total_pc,-0.0021674759279538733,0.027726420194911124
169,b60_bribery_pc,0.0021564005340150095,0.027584743407541683
76,birth: thailand,-0.002142892126574958,0.02741194343499458
131,studying: secondary government,0.0021419371669298124,0.027399727561199162
59,population: 55-59,0.002101029121963307,0.02687643056423349
262,studying: secondary government_pc,-0.0020952173971067137,0.026802086797203407
258,studying: primary government_pc,0.001996445936969456,0.025538599174706127
112,birth: turkey,-0.001980464726477024,0.02533416702779191
66,population: total persons,0.0019653602774756134,0.025140950441427765
174,economic: top 1% suburb_pc,0.0019387829869991521,0.02480097290631935
63,population: 75-79,-0.001919403754494581,0.024553073155024835
206,birth: afghanistan age_pc,0.0019191379887458526,0.02454967347121399
238,birth: myanmar_pc,-0.0019083134145964538,0.024411205178474733
149,other_crimes_against_the_person_pc,0.0018983025492837426,0.02428314587474954
274,relationships: lone parents_pc,-0.0018969628803523237,0.024266008787672568
236,birth: total_pc,0.0018628041594739178,0.023829049356575475
158,d10_weapons_and_explosives_offences_pc,0.001861673725718143,0.023814588812441678
36,crow_distance_to_cbd,-0.0018589990423296503,0.023780374178469846
38,duration_to_cbd,-0.0018583794799892116,0.023772448717537895
42,economic: top 1% suburb,0.0018454777472681366,0.02360740934706394
99,birth: philippines,0.0018284379304332446,0.02338943547454461
226,birth: mauritius_pc,0.0018238538102354166,0.023330795264893494
182,population: 10-14_pc,-0.0018117622865304,0.02317612011361811
21,f20_transport_regulation_offences,0.001802546842321394,0.023058235861651875
111,birth: bangladesh,-0.0017728587147641621,0.02267846440083155
146,a50_robbery_pc,0.0017612418630365326,0.022529861268410008
37,distance_to_cbd,-0.0017272707797368176,0.022095302103117043
147,"a70_stalking,_harassment_and_threatening_behaviour_pc",0.0017085610642296454,0.021855966834296407
17,d20_disorderly_and_offensive_conduct,0.001706742308168058,0.021832701249592443
161,e10_justice_procedures_pc,0.0016978240294405742,0.021718618347805856
27,b60_bribery,0.0016751569008681669,0.021428659726671857
225,birth: iraq_pc,-0.001664071236411484,0.021286851558515663
3,a20_assault_and_related_offences,0.0016223223277379716,0.020752798206581317
25,d40_public_security_offences,0.0016118128487018497,0.02061836062043465
24,f30_other_government_regulatory_offences,-0.0015763275687434818,0.02016443180389247
43,economic: gini coefficient,-0.0015734244384848933,0.020127294870378207
227,birth: samoa_pc,0.0015636701794355561,0.02000251808203932
162,e20_breaches_of_orders_pc,0.0015488146173199707,0.019812485264541248
140,relationships: group household,-0.0015349869414630513,0.019635601200370854
60,population: 60-64,0.0014862012092776804,0.019011532580902994
145,a20_assault_and_related_offences_pc,0.0014701741779975697,0.01880651429303263
251,studying: primary other_pc,0.0014590234649807673,0.01866387402165089
193,population: 65-69_pc,-0.0014399686578457473,0.018420124329880473
118,birth: croatia,-0.0014312456449045094,0.018308539274168815
53,population: 25-29,0.0013617219196304013,0.017419189595307465
266,relationships: child under 15_pc,0.0013610948727994458,0.01741116839253758
173,economic: top 5% suburb_pc,0.001333147372816907,0.017053663094361262
160,d30_public_nuisance_offences_pc,0.0013201258545687121,0.01688709142365949
86,birth: malta,-0.0012643211055790684,0.01617323532062122
61,population: 65-69,0.0012167189401154348,0.015564306923857742
130,studying: primary catholic,0.0012046420612450907,0.01540981910976778
190,population: 50-54_pc,0.0012032046874336584,0.015391432178794778
255,studying: tertiary PT 14-25_pc,-0.0011925007593456222,0.015254507194264421
14,c20_cultivate_or_manufacture_drugs,0.00117538877214699,0.015035610116183786
33,zoned_school_median_study_score,0.001174414285663745,0.015023144454461663
22,f90_miscellaneous_offences,0.0011596912993544954,0.014834807550845144
137,relationships: other related individual,-0.0011504455442194633,0.0147165355605605
124,studying: tertiary PT 14-25,-0.0011245338675678908,0.014385072578420541
141,relationships: married,0.0011222752748476725,0.014356180589355151
94,birth: iraq,-0.0011036545534014385,0.014117983735359151
192,population: 60-64_pc,-0.0010669066317512326,0.013647903166609708
26,f10_regulatory_driving_offences,0.001060033802460201,0.01355998571830341
168,f10_regulatory_driving_offences_pc,0.001051891246111491,0.01345582588156732
41,economic: top 5% suburb,0.001050757467435595,0.013441322549110199
126,studying: tafe total,0.001033938840113439,0.013226178139789851
214,birth: fiji_pc,0.0009885103956397859,0.012645056050251008
97,birth: sri lanka,-0.0009825522149791432,0.01256883881597237
32,zoned_school_satisfactory_complete_vce_percent,0.0009450022432181178,0.012088498396996609
51,population: 15-19,-0.000937876193600464,0.011997341746313355
148,a80_dangerous_and_negligent_acts_endangering_people_pc,0.0009082126534369785,0.011617884808206623
254,studying: primary total_pc,0.0008834651114299097,0.011301313473028315
128,studying: secondary catholic,0.0008294092442917453,0.010609829121602138
203,birth: country of birth not stated_pc,0.000806695298450587,0.010319271612494792
164,f90_miscellaneous_offences_pc,0.0007786122348161005,0.009960032179821946
240,birth: bosnia and herzegovina_pc,-0.0007686507174816785,0.009832604136986053
0,Unnamed: 0,0.0007546098751790586,0.009652993240942362
18,d30_public_nuisance_offences,0.0007314292300196242,0.009356465699487107
271,relationships: group household_pc,0.0007095064346474553,0.00907602861204521
35,zoned_school_percentage_applying_to_victorian_uni,-0.0006999922837495292,0.008954323294725853
171,economic: median age of earners_pc,-0.0006835962239510318,0.008744584382449593
216,birth: japan_pc,-0.0006662395864599763,0.008522557730138833
181,population: 5-9_pc,0.0006499647984487536,0.008314370130377002
150,b10_arson_pc,0.0006003895067316497,0.007680201440563082
23,c90_other_drug_offences,0.0005990245681491635,0.007662741103315423
93,birth: pakistan,-0.0005903883535695306,0.0075522663749735194
29,best_school_study_score_over_40_percent,0.0004918711490292546,0.006292031198064173
109,birth: bosnia and herzegovina,0.0004288775108581226,0.005486214598667011
98,birth: india,0.0003981074496371599,0.0050926030084146885
175,economic: gini coefficient_pc,0.0003771997301077158,0.004825150803057115
31,zoned_school_number_vce_subjects,0.0003324134267754072,0.004252243003181073
62,population: 70-74,0.0003235131087790632,0.004138389855631738
165,c90_other_drug_offences_pc,0.00031094617336698953,0.003977633222857324
138,relationships: non dependent child,0.00030392704097788765,0.0038878442607221514
142,relationships: dependent student,0.00029227322512078807,0.003738768281994632
34,zoned_school_study_score_over_40_percent,0.00029016377026656946,0.0037117840691985654
30,avg_school_study_score_over_40_percent,-0.0002570478834082918,0.0032881646036635914
156,c20_cultivate_or_manufacture_drugs_pc,-0.000182526000319273,0.002334878332940058
191,population: 55-59_pc,0.00017608523871403083,0.0022524879080504144
4,a50_robbery,-0.000152943840499039,0.0019564624147420133
2,quarter,0.00013744847130484335,0.0017582451649849986
45,economic: variable interest rate,-9.9021409809643e-05,0.0012666849865624363
166,f30_other_government_regulatory_offences_pc,-8.411127971319444e-05,0.0010759541337380717
177,economic: variable interest rate_pc,7.330692533088804e-05,0.0009377444928949777
176,economic: trimmed mean quarterly_pc,6.350547900871236e-05,0.0008123640834788264
44,economic: trimmed mean quarterly,-6.00390440379781e-05,0.0007680213383819322
47,economic: gdp per capita quarterly,-5.651157754459755e-05,0.0007228978761291048
178,economic: gdp quarterly_pc,5.292378386293615e-05,0.0006770027065876841
107,birth: myanmar,5.1569347898077236e-05,0.0006596767191548136
46,economic: gdp quarterly,-4.110192032166703e-05,0.0005257770566024709
1,year,-2.12057295331865e-05,0.0002712643586920048
179,economic: gdp per capita quarterly_pc,2.0115843074800272e-05,0.00025732249686081626
