,feature,weight,weight_abs
36,crow_distance_to_cbd,0.006162069717719614,0.08063421291256119
146,a50_robbery_pc,0.006152082098792224,0.08050351919633061
42,economic: top 1% suburb,-0.006082929140571008,0.07959861311571481
91,birth: south africa,-0.006052252903657795,0.07919719697926583
37,distance_to_cbd,0.006042599338922255,0.0790708745535373
38,duration_to_cbd,0.006039391543007049,0.07902889870602896
85,birth: japan,-0.006023819818278494,0.0788251337658876
209,birth: hong kong sar of china_pc,-0.006011919897634388,0.07866941648600999
77,birth: ireland,-0.005996202199027656,0.07846374139403461
12,b50_deception,0.005923445065945827,0.07751167262029818
125,studying: tertiary PT 25+,-0.005775073283445913,0.07557014283430578
35,zoned_school_percentage_applying_to_victorian_uni,-0.00568372080997561,0.07437474337708909
212,birth: england_pc,-0.0056726750280387764,0.07423020299158856
257,studying: tafe total_pc,0.0056485307871941655,0.07391426176630865
17,d20_disorderly_and_offensive_conduct,0.005639863740055611,0.07380084848857767
268,relationships: other related individual_pc,0.0056266926901311414,0.0736284977537527
154,b50_deception_pc,0.005598128279400704,0.07325471607290987
219,birth: china excludes sars and taiwan_pc,-0.005568435281288366,0.07286616617953272
90,birth: singapore,-0.00556609253308375,0.07283550997696034
30,avg_school_study_score_over_40_percent,-0.005451139877544599,0.07133128861527176
4,a50_robbery,0.005449917980107172,0.07131529938719738
227,birth: samoa_pc,0.005433435743859127,0.07109961988213138
124,studying: tertiary PT 14-25,-0.005389953662239187,0.07053063193038177
180,population: 0-4_pc,0.005373696630791503,0.07031789935916316
224,birth: pakistan_pc,0.005296400174554631,0.06930643094106533
235,birth: france_pc,-0.0052523392494890336,0.0687298684911717
256,studying: tertiary PT 25+_pc,-0.005227870366901973,0.06840967914268317
78,birth: hong kong sar of china,-0.0051458060155816195,0.0673358200855764
189,population: 45-49_pc,-0.005122595524168409,0.06703209750661301
264,studying: tertiary total_pc,-0.005085341804719302,0.06654461124250827
88,birth: china excludes sars and taiwan,-0.004973065372609522,0.06507540979777793
29,best_school_study_score_over_40_percent,-0.004899334531339659,0.06411059949449942
214,birth: fiji_pc,0.004894618738410991,0.06404889064203897
81,birth: england,-0.004878709280651339,0.06384070627167616
261,studying: primary catholic_pc,0.004859626410183189,0.0635909959777652
252,studying: tertiary FT 14-25_pc,-0.00484587234815731,0.06341101619554719
273,relationships: dependent student_pc,-0.0047886764628030515,0.06266257526439128
206,birth: afghanistan age_pc,0.004563419548390293,0.059714959474755816
240,birth: bosnia and herzegovina_pc,0.004498365701441185,0.058863692613786774
33,zoned_school_median_study_score,-0.004471922629228946,0.058517669862909336
93,birth: pakistan,0.0043942824595024415,0.05750170375686353
269,relationships: non dependent child_pc,0.004365388743442976,0.05712361292710962
208,birth: ireland_pc,-0.004335364192887112,0.05673072448004067
31,zoned_school_number_vce_subjects,-0.004335124819851672,0.05672759214671933
223,birth: greece_pc,-0.0042995163690550614,0.056261635165615435
215,birth: taiwan_pc,-0.004291631747387675,0.05615846037347785
119,birth: germany,-0.004201534500448575,0.05497948627462401
72,birth: country of birth not stated,0.004188958644538709,0.054814923994506055
67,birth: brazil,-0.004173497913840588,0.054612611474848714
96,birth: samoa,0.004104843930017875,0.05371423476013266
217,birth: malta_pc,0.004022505169193001,0.052636784897431926
109,birth: bosnia and herzegovina,0.003942402710151285,0.05158859832488863
133,studying: tertiary total,-0.0039284380838487485,0.0514058631884644
188,population: 40-44_pc,-0.003855350193364233,0.050449466264601076
99,birth: philippines,0.003854019179036298,0.05043204917949414
251,studying: primary other_pc,-0.003849661322927169,0.05037502413540297
84,birth: taiwan,-0.0038381479162014195,0.050224364611606384
65,population: 85 and over,-0.0037965188839865814,0.049679624873056764
220,birth: poland_pc,-0.0037651873494068473,0.04926963379117811
202,birth: malaysia_pc,-0.003739205842314104,0.048929650884350376
199,birth: wales_pc,-0.003728865582218572,0.04879434265638327
121,studying: tertiary FT 14-25,-0.0036956200350204793,0.04835930562272932
238,birth: myanmar_pc,0.0036745886531850177,0.04808409794114639
68,birth: wales,-0.0036631215213974258,0.047934043951429556
262,studying: secondary government_pc,0.003532475792539521,0.04622446973376824
92,birth: greece,-0.0035199315479339903,0.046060321105679695
164,f90_miscellaneous_offences_pc,0.0035121460708887916,0.04595844367772993
86,birth: malta,0.0034961912960529322,0.04574966630745981
94,birth: iraq,0.0034308835128523457,0.044895076545143346
225,birth: iraq_pc,0.0034192484796057372,0.044742825468633465
32,zoned_school_satisfactory_complete_vce_percent,-0.003401791026444387,0.04451438469149076
250,birth: germany_pc,-0.003379501660428073,0.044222715566119265
198,birth: brazil_pc,-0.0033462013954132447,0.043786962518481874
71,birth: malaysia,-0.003250716924944948,0.0425374935130528
245,birth: korea republic of south_pc,-0.0031459776963676184,0.041166920695105635
177,economic: variable interest rate_pc,0.003116306848747131,0.040778660653605824
218,birth: scotland_pc,-0.003112391752050756,0.04072742937011661
171,economic: median age of earners_pc,0.0031017529631587448,0.04058821472180074
112,birth: turkey,0.0030998720014081965,0.04056360125956776
242,birth: bangladesh_pc,0.0030832564587968767,0.0403461773643583
114,birth: korea republic of south,-0.003060437954669301,0.040047584163622814
75,birth: afghanistan age,0.003059822280198808,0.0400395277104159
211,birth: north macedonia_pc,0.0030581696478508237,0.04001790206924044
176,economic: trimmed mean quarterly_pc,0.003037401592062963,0.03974614015986723
87,birth: scotland,-0.003005933245806154,0.03933435881880562
236,birth: total_pc,0.002982649942082395,0.03902968344903973
233,birth: iran_pc,-0.002978225122168873,0.0389717821452001
144,economic: number of earners,-0.0029496337772243137,0.038597648014733095
22,f90_miscellaneous_offences,0.0029353423114192078,0.03841063599614984
83,birth: fiji,0.0028914144647843474,0.037835814953771814
142,relationships: dependent student,-0.002853901442635578,0.03734493556527037
0,Unnamed: 0,0.002806706614066533,0.03672736419241408
120,studying: primary other,-0.002770666434097939,0.036255757787728674
243,birth: turkey_pc,0.0027134715631268566,0.035507330130357825
253,studying: tertiary FT 25+_pc,-0.0027054204369024895,0.0354019765306907
64,population: 80-84,-0.0026782019960696897,0.0350458076371534
111,birth: bangladesh,0.0026572042571754344,0.034771040192732416
89,birth: poland,-0.002655599239500344,0.03475003761683336
57,population: 45-49,-0.002630064702316847,0.03441590356736666
25,d40_public_security_offences,0.002561167634551285,0.033514345959979604
100,birth: vietnam,0.0025472164520513323,0.03333178674341503
63,population: 75-79,-0.002541465068992541,0.033256526600744026
80,birth: north macedonia,0.0025382333539160015,0.03321423775730477
79,birth: nepal,0.002534808578670089,0.033169422610932364
237,birth: netherlands_pc,0.0025123288177459086,0.032875262059101636
62,population: 70-74,-0.0025110023434019423,0.03285790438228619
232,birth: new zealand_pc,-0.002462510854735457,0.0322233654691128
210,birth: nepal_pc,0.002441644737484057,0.0319503203693033
102,birth: iran,-0.002422251176466729,0.03169654451154123
69,birth: papua new guinea,-0.0024174523969807613,0.03163374973243004
266,relationships: child under 15_pc,0.002413866316722843,0.03158682381755326
231,birth: vietnam_pc,0.0023971655962472843,0.03136828532118621
229,birth: india_pc,0.002395449849541959,0.03134583379248257
190,population: 50-54_pc,-0.002385749253164881,0.031218895930776973
107,birth: myanmar,0.002357107676166476,0.03084410448510414
165,c90_other_drug_offences_pc,0.002353517733967741,0.030797128034519013
118,birth: croatia,0.002344419135045878,0.030678067654438958
207,birth: thailand_pc,0.0023135058796552115,0.030273549995408988
137,relationships: other related individual,0.002283926107109274,0.029886481723442583
23,c90_other_drug_offences,0.0022768575583214387,0.029793985712515906
39,economic: median age of earners,-0.0022112702949760826,0.028935738792372524
58,population: 50-54,-0.002210413714326133,0.028924529943776374
167,d40_public_security_offences_pc,0.002202109857025373,0.028815869213168345
178,economic: gdp quarterly_pc,0.0021897996276043614,0.028654782807851976
98,birth: india,0.0021793916646114016,0.028518588648680575
249,birth: croatia_pc,0.002125574549230419,0.027814360858545162
21,f20_transport_regulation_offences,0.002090112719484297,0.027350322497895783
103,birth: lebanon,0.0020702363475598425,0.027090228782779748
126,studying: tafe total,0.0020693855111513708,0.027079095100874594
130,studying: primary catholic,0.0020644945891174567,0.027015094583728985
166,f30_other_government_regulatory_offences_pc,0.002044971818815275,0.026759627948442086
272,relationships: married_pc,-0.002036614403983711,0.026650266386856844
122,studying: tertiary FT 25+,-0.001961406015166282,0.025666121527333982
59,population: 55-59,-0.001919410889085653,0.025116591240791162
143,relationships: lone parents,0.0019053796216428737,0.024932984066863752
61,population: 65-69,-0.001901747759598461,0.024885459071079287
56,population: 40-44,-0.001852263524676775,0.02423792950434679
136,relationships: defacto,-0.0018027638252520917,0.023590197575731938
141,relationships: married,-0.0017963564930693248,0.02350635396293719
60,population: 60-64,-0.0017916262103355573,0.023444455503074845
181,population: 5-9_pc,0.0017713931067797589,0.023179693750167592
76,birth: thailand,0.0017442038366738792,0.02282390657230587
175,economic: gini coefficient_pc,0.0017153228373362585,0.022445982148143553
204,birth: indonesia_pc,-0.0016174817616464525,0.021165675613136443
234,birth: lebanon_pc,0.0015566022451244993,0.020369032257555972
132,studying: secondary total,-0.0015504382938023647,0.020288373422771545
163,f20_transport_regulation_offences_pc,0.0015460675466377701,0.020231179691833474
24,f30_other_government_regulatory_offences,0.0015138693806604725,0.01980984824156741
139,relationships: lone persons,-0.0015133001210326585,0.019802399153171075
70,birth: australia,-0.0014887973840521829,0.0194817668005473
187,population: 35-39_pc,-0.0014629901917651404,0.01914406490282861
115,birth: cambodia,0.0014295721906301337,0.0187067712105999
241,birth: zimbabwe_pc,-0.0013954142102145604,0.018259794465502032
246,birth: cambodia_pc,0.0013588812449160245,0.017781739682425104
201,birth: australia_pc,0.0013479515237457044,0.017638718018553268
254,studying: primary total_pc,0.0013464511285140362,0.017619084487271494
263,studying: secondary total_pc,-0.001296710173091583,0.01696819558569435
247,birth: born elsewhere_pc,-0.0012784994883682245,0.016729898341986724
172,economic: median income_pc,0.0012717881072199409,0.01664207607426848
205,birth: egypt_pc,-0.0012484353337519757,0.016336491653095853
193,population: 65-69_pc,0.001220466245820876,0.015970500112182057
271,relationships: group household_pc,-0.0011923019723282056,0.015601954456360426
66,population: total persons,-0.0011910059608442457,0.015584995403522347
192,population: 60-64_pc,0.0011892950380498505,0.015562606998457162
48,population: 0-4,0.0011866347299117244,0.015527795342203771
265,overseas: 5 years_pc,-0.0010987331224484634,0.014377552443917974
267,relationships: defacto_pc,-0.0010967009422164747,0.014350960201212298
138,relationships: non dependent child,0.0010697748719807366,0.013998617144455947
95,birth: mauritius,0.001044519533185235,0.013668136565867333
73,birth: indonesia,-0.0010444499368724204,0.013667225858237838
259,studying: secondary catholic_pc,0.0010114342644135799,0.013235196867257397
50,population: 10-14,-0.0010101707354164395,0.013218662866370709
82,birth: chile,0.001006205109628671,0.013166770380769166
228,birth: sri lanka_pc,0.0010029845521406864,0.01312462754076907
51,population: 15-19,-0.0009988524940417408,0.013070557193015727
179,economic: gdp per capita quarterly_pc,0.000977750072641942,0.012794419918030193
140,relationships: group household,-0.0009731247721600827,0.012733895211085328
74,birth: egypt,-0.000902850253412651,0.011814312868367987
128,studying: secondary catholic,-0.0008885498786349482,0.011627184270773763
97,birth: sri lanka,0.0008871416093692057,0.01160875626054117
226,birth: mauritius_pc,0.0008828677014380829,0.011552829726458661
200,birth: papua new guinea_pc,-0.0008725882375064291,0.011418317051130037
258,studying: primary government_pc,0.0008522865065541467,0.011152657269418628
197,population: 85 and over_pc,-0.0008319747411709372,0.010886866181429151
105,birth: total,-0.0007886739472226813,0.010320250482735188
270,relationships: lone persons_pc,0.0007512802066539316,0.009830931962052583
131,studying: secondary government,0.0007510769802949084,0.00982827262870298
55,population: 35-39,-0.0007344816892353568,0.009611113736651848
117,birth: italy,-0.0007088134766741548,0.009275230468276432
248,birth: italy_pc,-0.0006746403014809983,0.008828054890807801
174,economic: top 1% suburb_pc,-0.0006225809479981175,0.008146828422246788
129,studying: preschool,-0.0005472886966782473,0.007161586173829122
183,population: 15-19_pc,0.0005247857197699118,0.0068671218275437535
106,birth: netherlands,-0.0005208168495585548,0.006815186886800611
101,birth: new zealand,-0.0005098105006434727,0.006671162504983475
195,population: 75-79_pc,0.000488359900278988,0.006390469108750333
168,f10_regulatory_driving_offences_pc,0.0004272185239942929,0.005590399168137652
169,b60_bribery_pc,0.00039560055632891633,0.005176659945216959
173,economic: top 5% suburb_pc,0.00038959915179348774,0.005098128128270356
26,f10_regulatory_driving_offences,0.0003525365777303323,0.004613143111060587
110,birth: zimbabwe,-0.00034680841629484315,0.004538186836635687
52,population: 20-24,-0.0002939718170435906,0.00384678966186016
135,relationships: child under 15,0.00028693910868574833,0.0037547626434952888
127,studying: primary government,-0.00025435443414741234,0.0033283735072517887
196,population: 80-84_pc,0.00024659008707445364,0.0032267725770955386
134,overseas: 5 years,-0.00019902673170290341,0.002604378819875166
123,studying: primary total,-0.0001753300878874251,0.0022942946581793267
182,population: 10-14_pc,0.00017516239232887197,0.002292100265711812
186,population: 30-34_pc,-0.00016668261544867363,0.0021811375266109043
194,population: 70-74_pc,0.00015828365953272734,0.002071232376134896
1,year,-0.00015462908619567154,0.002023410190073395
260,studying: preschool_pc,0.00013455402628336204,0.0017607165287948222
49,population: 5-9,-0.00013092725661338945,0.0017132581696476601
191,population: 55-59_pc,0.00011063956274371146,0.001447782071204901
54,population: 30-34,0.00010668669815830732,0.0013960565732480303
184,population: 20-24_pc,0.00010350399981210079,0.0013544091418101001
45,economic: variable interest rate,-9.618279462670051e-05,0.0012586069771577699
185,population: 25-29_pc,-9.023269959609156e-05,0.001180746574480332
27,b60_bribery,-8.631788395037502e-05,0.001129518968700021
44,economic: trimmed mean quarterly,8.442481040938499e-05,0.001104747016749465
46,economic: gdp quarterly,8.216833273703682e-05,0.0010752197135218903
47,economic: gdp per capita quarterly,5.865725935060944e-05,0.0007675638472157216
213,birth: chile_pc,4.802990434588536e-05,0.0006284988178662295
2,quarter,4.794880849817126e-05,0.0006274376322337302
53,population: 25-29,2.6038315814407883e-05,0.00034072628150018104
116,birth: born elsewhere,-1.7298432141124506e-06,2.2635989597941667e-05
