,feature,weight,weight_abs
125,studying: tertiary PT 25+,0.00525283398364468,0.07173282566404374
268,relationships: other related individual_pc,0.005246834031817482,0.07165089017936002
226,birth: mauritius_pc,0.005212940158970548,0.07118803464659836
139,relationships: lone persons,0.005148351368542455,0.07030600859017708
102,birth: iran,0.005138824909784125,0.07017591504306808
269,relationships: non dependent child_pc,0.005106302016327074,0.0697317816374229
109,birth: bosnia and herzegovina,0.0050731913374487845,0.06927962142010216
118,birth: croatia,0.005005377394074372,0.068353552598431
262,studying: secondary government_pc,0.004974001624343888,0.06792508434164624
178,economic: gdp quarterly_pc,-0.004914991795401071,0.06711924471579857
121,studying: tertiary FT 14-25,0.004903704577653351,0.06696510620210287
229,birth: india_pc,0.0048223600371500265,0.06585426322461396
106,birth: netherlands,0.004800489785789374,0.06555560255249542
75,birth: afghanistan age,0.004699658661250111,0.06417865032049933
90,birth: singapore,0.004679765209488326,0.06390698487066265
258,studying: primary government_pc,0.00467126735220366,0.06379093792971291
267,relationships: defacto_pc,-0.004671072437273298,0.0637882761667936
224,birth: pakistan_pc,0.004649145876036105,0.06348884652566333
230,birth: philippines_pc,0.004567813875605993,0.062378174795712116
76,birth: thailand,0.00456378861096522,0.06232320568615579
81,birth: england,0.004418018932156317,0.060332571489518275
266,relationships: child under 15_pc,0.004409319548423292,0.060213772498602394
68,birth: wales,0.004333491488603369,0.059178262712372455
14,c20_cultivate_or_manufacture_drugs,0.004299037647515136,0.05870776024000533
122,studying: tertiary FT 25+,0.0042264511080421395,0.05771651673263678
69,birth: papua new guinea,0.0042258511081269485,0.05770832311954167
103,birth: lebanon,0.0041865161707892945,0.057171164280839855
117,birth: italy,0.004114674483497804,0.056190092492556236
181,population: 5-9_pc,0.004111411161457387,0.05614552848925065
244,birth: canada_pc,-0.004109140447323078,0.0561145195630907
254,studying: primary total_pc,0.004089785754835804,0.05585021142270522
180,population: 0-4_pc,0.004064821582526186,0.05550930009261013
71,birth: malaysia,0.004027276268902943,0.05499658039786561
256,studying: tertiary PT 25+_pc,-0.003959061286836254,0.05406503498228587
273,relationships: dependent student_pc,0.003883346590407832,0.053031073289223275
153,b40_theft_pc,-0.003869029425719381,0.05283555774812722
91,birth: south africa,0.003865801098535604,0.05279147163541522
239,birth: united states of america_pc,-0.003855243508892688,0.05264729694045135
205,birth: egypt_pc,0.0037684883240193933,0.051462566074913896
107,birth: myanmar,0.003767944627788632,0.05145514134627087
88,birth: china excludes sars and taiwan,0.003756993149118872,0.051305587693399414
92,birth: greece,0.003726300495672889,0.05088644808882353
275,economic: number of earners_pc,-0.00370874019134141,0.050646644155720066
86,birth: malta,0.0036849339285458956,0.05032154526545623
5,"a70_stalking,_harassment_and_threatening_behaviour",0.0036713401513414653,0.050135908321026344
114,birth: korea republic of south,0.0036632503935171575,0.05002543439600183
170,total_crimes_pc,-0.003636757533012755,0.0496636472636041
272,relationships: married_pc,0.0036332558025805556,0.04961582754963683
152,b30_burglary/break_and_enter_pc,-0.0036306285750445917,0.04957995006799476
151,b20_property_damage_pc,-0.0036135982478754216,0.049347383515609626
10,b30_burglary/break_and_enter,0.003565789516649392,0.048694506346269435
112,birth: turkey,0.0035298738054657937,0.048204040541152626
73,birth: indonesia,0.003512279317742756,0.047963769798841996
206,birth: afghanistan age_pc,0.0034515963407680244,0.04713508162372414
235,birth: france_pc,-0.0034090709808783336,0.0465543542988618
263,studying: secondary total_pc,0.0033959799343134334,0.046375582655987936
40,economic: median income,-0.0033820449413894662,0.046185286061586325
242,birth: bangladesh_pc,0.0033690575236025072,0.046007929575765764
79,birth: nepal,0.0033423417127901203,0.04564309782866592
154,b50_deception_pc,-0.003307993994992643,0.04517404457847836
6,a80_dangerous_and_negligent_acts_endangering_people,0.0032957514505605415,0.04500686010088653
84,birth: taiwan,0.003287091124753014,0.04488859448592907
260,studying: preschool_pc,0.0032823010143395387,0.04482318062433146
182,population: 10-14_pc,0.0032291968804050064,0.04409798930980932
149,other_crimes_against_the_person_pc,-0.0032284625403762694,0.04408796114493232
41,economic: top 5% suburb,-0.00318426111766961,0.04348434546642586
183,population: 15-19_pc,0.003179353008499277,0.04341732021100148
233,birth: iran_pc,0.0031736693258053675,0.043339703705115064
11,b40_theft,0.003172995662651038,0.04333050414507637
78,birth: hong kong sar of china,0.0031649701664465337,0.043220907778258454
155,c10_drug_dealing_and_trafficking_pc,-0.0031546375220927706,0.043079804941506934
160,d30_public_nuisance_offences_pc,-0.0031395085821486696,0.04287320377823564
157,c30_drug_use_and_possession_pc,-0.0030912658668377406,0.042214400111922575
201,birth: australia_pc,-0.003080399565924647,0.042066009648519594
42,economic: top 1% suburb,-0.0030051420393448864,0.041038291077770586
43,economic: gini coefficient,-0.0030005264253032088,0.04097526014277149
208,birth: ireland_pc,-0.0029828806895831348,0.04073428955659591
100,birth: vietnam,0.002961021363351618,0.040435778078300365
3,a20_assault_and_related_offences,0.002944633633579597,0.040211986851235886
28,total_crimes,0.0029287920391732735,0.039995653661699056
159,d20_disorderly_and_offensive_conduct_pc,-0.002915784056159694,0.03981801633665523
80,birth: north macedonia,0.002915707243625403,0.03981696738286224
4,a50_robbery,0.0028968300192959897,0.039559179558982964
240,birth: bosnia and herzegovina_pc,0.0028605476114192314,0.03906370613511333
8,b10_arson,0.002847842576826463,0.03889020588090077
147,"a70_stalking,_harassment_and_threatening_behaviour_pc",-0.0027696378390371593,0.03782224012386194
250,birth: germany_pc,-0.002761332127909454,0.03770881713539616
140,relationships: group household,0.0027410672334480424,0.0374320792552296
94,birth: iraq,0.002739887522970941,0.037415969100929765
145,a20_assault_and_related_offences_pc,-0.002728404172243651,0.03725915219060582
115,birth: cambodia,0.002704585084156518,0.03693387815785497
16,d10_weapons_and_explosives_offences,0.0026857666309210047,0.03667689291343013
200,birth: papua new guinea_pc,-0.002637758478826239,0.03602129244796915
161,e10_justice_procedures_pc,-0.002586076323822662,0.03531551971150788
158,d10_weapons_and_explosives_offences_pc,-0.0025719189573108307,0.03512218637810781
9,b20_property_damage,0.002561275785512556,0.034976842971197325
238,birth: myanmar_pc,0.002553523875644068,0.03487098270588321
271,relationships: group household_pc,-0.002537098741320466,0.034646680681373776
85,birth: japan,0.00253145689891281,0.034569635547430366
162,e20_breaches_of_orders_pc,-0.00252676972423688,0.03450562737870996
257,studying: tafe total_pc,0.002510497290448936,0.034283410636342944
234,birth: lebanon_pc,0.002483109311870279,0.03390939975025927
20,e20_breaches_of_orders,0.0023818445921525663,0.032526526332206034
225,birth: iraq_pc,0.0023777365318625975,0.03247042656329743
212,birth: england_pc,-0.002294014079143284,0.031327110760098635
243,birth: turkey_pc,0.002276153800691033,0.03108321037327589
148,a80_dangerous_and_negligent_acts_endangering_people_pc,-0.0022656669002732426,0.03094000101204959
7,other_crimes_against_the_person,0.0022289170076080756,0.030438143604804135
113,birth: canada,0.002199272758891006,0.030033321040111607
274,relationships: lone parents_pc,0.0021777458189753693,0.029739348637241706
150,b10_arson_pc,-0.002140061656626672,0.029224732821003966
15,c30_drug_use_and_possession,0.002137828324538543,0.02919423438495469
198,birth: brazil_pc,-0.0021264041206629524,0.02903822518544261
108,birth: united states of america,0.0021120939844694133,0.028842805625640032
179,economic: gdp per capita quarterly_pc,-0.0020941561615213174,0.02859784628933993
213,birth: chile_pc,0.0020905643708455006,0.0285487967105464
19,e10_justice_procedures,0.0020799959119387162,0.028404473584656944
219,birth: china excludes sars and taiwan_pc,0.0020343184482963894,0.027780701056068998
77,birth: ireland,0.001995908081826353,0.027256168179098955
202,birth: malaysia_pc,0.0019747850507042517,0.026967711564308605
247,birth: born elsewhere_pc,0.0019721613005122527,0.02693188156935832
193,population: 65-69_pc,-0.0019164948686963845,0.026171699454100143
210,birth: nepal_pc,0.0019018667968293396,0.025971938157187468
217,birth: malta_pc,0.0018731913554266306,0.025580345648194294
231,birth: vietnam_pc,0.001860200856055369,0.02540294708018529
199,birth: wales_pc,-0.0018583654667474721,0.02537788296019617
163,f20_transport_regulation_offences_pc,-0.0018525454294627554,0.02529840439277852
33,zoned_school_median_study_score,-0.0018304076249445543,0.02499609000838464
185,population: 25-29_pc,-0.001805643196676316,0.024657906387663645
246,birth: cambodia_pc,0.001782535736103513,0.02434235035715351
32,zoned_school_satisfactory_complete_vce_percent,-0.0017715036843503496,0.02419169639634105
197,population: 85 and over_pc,-0.0017579848339728404,0.02400708265443952
211,birth: north macedonia_pc,0.00174606530621779,0.023844309300262902
34,zoned_school_study_score_over_40_percent,-0.001706599104734661,0.023305357915272242
13,c10_drug_dealing_and_trafficking,0.0016924203085948478,0.023111731938363387
241,birth: zimbabwe_pc,0.0016811628380404568,0.022957999653046436
194,population: 70-74_pc,-0.0016558986567119748,0.022612991392662894
12,b50_deception,0.0016158953783009143,0.0220667056723859
236,birth: total_pc,0.0015960819777190323,0.021796133403363636
192,population: 60-64_pc,-0.0015750136588332485,0.02150842394017215
156,c20_cultivate_or_manufacture_drugs_pc,-0.0015374298860954597,0.02099517904684578
35,zoned_school_percentage_applying_to_victorian_uni,-0.0015193685673146184,0.020748533248520003
209,birth: hong kong sar of china_pc,0.0015117519766874366,0.020644520905979735
167,d40_public_security_offences_pc,-0.0014919405327090264,0.02037397535638096
216,birth: japan_pc,-0.0014854801820151909,0.020285752653837457
36,crow_distance_to_cbd,-0.001424702864060622,0.019455776156057824
37,distance_to_cbd,-0.0014029098685552483,0.019158170491734204
218,birth: scotland_pc,-0.001374459464849671,0.018769651102878933
146,a50_robbery_pc,-0.0013698173076717485,0.018706257694180727
186,population: 30-34_pc,-0.0013539766481406197,0.01848993727132177
237,birth: netherlands_pc,-0.0013040520837056858,0.017808166233418226
203,birth: country of birth not stated_pc,-0.001282805848269448,0.017518027137587253
38,duration_to_cbd,-0.0012739828994047535,0.017397540738297936
166,f30_other_government_regulatory_offences_pc,-0.0012267573668495477,0.016752627743860656
255,studying: tertiary PT 14-25_pc,-0.001216540277690818,0.016613102931597575
195,population: 75-79_pc,-0.0012024284886976916,0.01642039200587566
204,birth: indonesia_pc,0.0011995450475464655,0.016381015665017096
207,birth: thailand_pc,0.0011947311225339239,0.016315276590688915
245,birth: korea republic of south_pc,0.001185461585862228,0.016188691577698294
169,b60_bribery_pc,-0.0011820910261435712,0.016142663134111182
164,f90_miscellaneous_offences_pc,-0.0011041618514063196,0.0150784604726573
221,birth: singapore_pc,0.0010967494348215797,0.014977236335690862
196,population: 80-84_pc,-0.0010872718124616786,0.014847809699598945
191,population: 55-59_pc,-0.0010726399741611953,0.014647996968181762
259,studying: secondary catholic_pc,0.0010654030220589184,0.014549168978356074
18,d30_public_nuisance_offences,0.0010653336076148936,0.014548221053059501
215,birth: taiwan_pc,0.0010626241131974545,0.014511220132929716
261,studying: primary catholic_pc,0.0009661197798071819,0.013193354663649078
253,studying: tertiary FT 25+_pc,-0.0009627400389259432,0.013147200841887644
223,birth: greece_pc,0.0008909712692084168,0.012167124817726272
248,birth: italy_pc,0.0008365324226310051,0.011423706635646286
22,f90_miscellaneous_offences,0.0008272581043679572,0.011297056325130577
265,overseas: 5 years_pc,0.0008195708968620942,0.0111920796368175
67,birth: brazil,0.0008124211052363034,0.011094441912529243
220,birth: poland_pc,0.0008050787348243804,0.010994174327762769
249,birth: croatia_pc,0.000775220491933265,0.010586429453545947
39,economic: median age of earners,-0.0007736944658402685,0.010565590004968562
31,zoned_school_number_vce_subjects,-0.0007118950760498314,0.009721656069918545
29,best_school_study_score_over_40_percent,0.0006743421246284154,0.009208832073220737
104,birth: france,0.0006716065177996879,0.009171474561382086
251,studying: primary other_pc,0.0006707083382756563,0.009159209000465258
21,f20_transport_regulation_offences,0.0006601462006283373,0.009014972197845224
264,studying: tertiary total_pc,-0.0006587867851651969,0.008996407987987063
165,c90_other_drug_offences_pc,-0.00065201092427576,0.008903876670717344
188,population: 40-44_pc,0.000626628481204919,0.00855725342517079
27,b60_bribery,-0.0005504465321638591,0.007516910919330219
252,studying: tertiary FT 14-25_pc,0.000540392304787067,0.007379610151430132
168,f10_regulatory_driving_offences_pc,-0.0004967940102718023,0.00678423080583293
189,population: 45-49_pc,0.000357499562738159,0.004882022521312356
17,d20_disorderly_and_offensive_conduct,0.00022824243038216616,0.0031168840512986323
0,Unnamed: 0,-0.00022307677535825365,0.003046341743579666
25,d40_public_security_offences,0.00021436113453791636,0.0029273207454932415
184,population: 20-24_pc,0.00013070997774848324,0.0017849785612065563
24,f30_other_government_regulatory_offences,0.0001107887721904006,0.0015129341048683404
47,economic: gdp per capita quarterly,-8.949306436889989e-05,0.0012221194129689791
46,economic: gdp quarterly,-8.917703943296495e-05,0.0012178037689365396
222,birth: south africa_pc,6.340916472212793e-05,0.0008659170597581013
26,f10_regulatory_driving_offences,5.444680922550118e-05,0.0007435269201914519
232,birth: new zealand_pc,4.572989931127477e-05,0.0006244885913287299
23,c90_other_drug_offences,4.392968886422673e-05,0.0005999048746990473
44,economic: trimmed mean quarterly,-4.1864826775260116e-05,0.0005717070689604081
30,avg_school_study_score_over_40_percent,-3.461616472272814e-05,0.00047271916777586197
1,year,3.272979818544273e-05,0.0004469589015312219
187,population: 35-39_pc,2.472798015401638e-05,0.0003376858844073411
45,economic: variable interest rate,-6.494054938194372e-06,8.868296850512648e-05
190,population: 50-54_pc,-5.7885622777425745e-06,7.904874397470689e-05
2,quarter,5.566138041519133e-06,7.601131332105358e-05
