,variable,correlation,correlation_with_distance
277,studying: preschool_pc,-0.2569064134663848,0.21222122444662583
275,studying: primary government_pc,-0.24286073571652778,0.1967961552910119
211,population: 70-74_pc,-0.24251688169852487,0.4344184500653483
3,a20_assault_and_related_offences,-0.23204013442831484,0.11782358378892614
158,relationships: lone parents,-0.22855592019190585,0.032335273494220364
87,birth: country of birth not stated,-0.224189729540856,0.05877822233542479
200,population: 15-19_pc,-0.21760911995098023,0.23148387748958577
274,studying: tafe total_pc,-0.2161932152522765,0.029602059314585066
187,total_crimes_pc,-0.215385405678933,0.13971855061362878
28,total_crimes,-0.21499086659219335,0.03615658378661656
0,Unnamed: 0,-0.211830347378924,0.1476541571675489
255,birth: myanmar_pc,-0.21040718308214382,-0.01828118908746328
214,population: 85 and over_pc,-0.20959837348820728,0.3743448592563988
285,relationships: other related individual_pc,-0.20836277922383906,-0.13683057984625627
244,birth: samoa_pc,-0.19897789037521307,-0.03954231856060673
208,population: 55-59_pc,-0.1989703999286276,0.3736477998253916
121,birth: netherlands,-0.18982852062527789,0.12764770281410603
177,d30_public_nuisance_offences_pc,-0.184305935664447,0.2314120718228886
169,b30_burglary/break_and_enter_pc,-0.16797481750348375,0.04550541332772305
280,studying: secondary total_pc,-0.16326606528595258,0.22792703713250956
241,birth: pakistan_pc,-0.15721502465621418,-0.1220741984627885
10,b30_burglary/break_and_enter,-0.156999881189448,-0.04536964145713471
234,birth: malta_pc,-0.15279898463599403,-0.1154916874367756
111,birth: samoa,-0.1486305887930925,-0.04144860001836558
153,relationships: non dependent child,-0.14804216699818157,-0.06154625397772102
143,studying: secondary catholic,-0.14719590613180758,0.06326467146717603
54,economic: median age of earners,-0.14512837598251072,0.3885695551438549
114,birth: philippines,-0.14358088687344958,-0.08779733364139412
182,c90_other_drug_offences_pc,-0.1429004633992681,0.06659244844955667
23,c90_other_drug_offences,-0.13994045791633844,0.06370684241562398
101,birth: malta,-0.13697343172396653,-0.11437239304912766
223,birth: afghanistan age_pc,-0.13387140189706506,0.00839383303162997
122,birth: myanmar,-0.13314760662639163,-0.053935240602470826
108,birth: pakistan,-0.1308367570449081,-0.11509188115337499
146,studying: secondary government,-0.1270147005331512,-0.017212824909194884
124,birth: bosnia and herzegovina,-0.1255305439568206,-0.13606853200027663
18,d30_public_nuisance_offences,-0.12452112294394951,0.1427432493606623
63,population: 0-4,-0.1244874167186524,-0.06541738616091915
85,birth: australia,-0.12100340429408356,0.05763565498774411
174,c30_drug_use_and_possession_pc,-0.11858344458333461,0.09273644817687214
257,birth: bosnia and herzegovina_pc,-0.1172309434881963,-0.16710045194620277
188,economic: median age of earners_pc,-0.1166490203092452,0.2224867356585519
133,birth: croatia,-0.11412673017076928,-0.14963647338658623
15,c30_drug_use_and_possession,-0.1128853808856436,0.0037815754365306802
150,relationships: child under 15,-0.10278969618933756,-0.02920052014579637
13,c10_drug_dealing_and_trafficking,-0.10033149995881044,0.04224341064295429
90,birth: afghanistan age,-0.0973346588006119,-0.01405177990214187
231,birth: fiji_pc,-0.09719875897465162,-0.1377165329595579
289,relationships: married_pc,-0.09558591206707631,0.1727550613522083
95,birth: north macedonia,-0.09159430450173571,-0.11373195187443162
98,birth: fiji,-0.0899375002258729,-0.09234288052598191
64,population: 5-9,-0.08810506084304325,-0.03962840099658295
266,birth: croatia_pc,-0.08747910143570625,-0.10758344548089221
138,studying: primary total,-0.08696037047363121,-0.02469911330267989
126,birth: bangladesh,-0.08645374590073958,-0.1572613700484377
172,c10_drug_dealing_and_trafficking_pc,-0.0849984400625637,0.10001183671666405
152,relationships: other related individual,-0.08335041279602139,-0.15109455103995573
242,birth: iraq_pc,-0.07870216426350063,-0.04627294532932149
259,birth: bangladesh_pc,-0.077641615224714,-0.20287678340884713
109,birth: iraq,-0.07710389248107244,-0.04419279584393921
228,birth: north macedonia_pc,-0.07684195322802534,-0.1483814215165392
144,studying: preschool,-0.07590458119139064,-0.046620457625450085
76,population: 65-69,-0.07587496896760744,0.02535183879103458
60,economic: variable interest rate,-0.07535966966075318,-1.184337515335073e-15
141,studying: tafe total,-0.0693520459612611,-0.10432021390236793
227,birth: nepal_pc,-0.06902062591184335,-0.14681493655633907
193,economic: trimmed mean quarterly_pc,-0.06607232406488103,0.13516258359535047
142,studying: primary government,-0.06549731286333023,-0.04400682499081903
194,economic: variable interest rate_pc,-0.0653719407077947,0.13997626198571375
94,birth: nepal,-0.06466476965503272,-0.13359404191158541
78,population: 75-79,-0.060779620152049095,0.0381117331997434
65,population: 10-14,-0.058995000621228595,-0.025803207161968652
11,b40_theft,-0.056369073643597625,-0.17631115621652935
79,population: 80-84,-0.05567631028347081,0.01792251095903038
118,birth: lebanon,-0.05527575030295489,-0.19052477826517583
195,economic: gdp quarterly_pc,-0.054899863653580926,0.09397043653529479
130,birth: cambodia,-0.05092083406560899,-0.06342292975519152
75,population: 60-64,-0.049864788378007244,-0.02229726416050444
127,birth: turkey,-0.046151955917813535,-0.09616767826654393
115,birth: vietnam,-0.04552315740198025,-0.13755761548186973
263,birth: cambodia_pc,-0.04396820443881205,-0.06074542248837209
77,population: 70-74,-0.041828786728857446,0.026513882271780642
176,d20_disorderly_and_offensive_conduct_pc,-0.03673853988004625,0.08245664957010572
196,economic: gdp per capita quarterly_pc,-0.0283801605350309,0.038767959785035416
59,economic: trimmed mean quarterly,-0.027660804908728222,3.598025992860649e-16
110,birth: mauritius,-0.025811830959239664,-0.11641058612081681
147,studying: secondary total,-0.025580724968568863,-0.05247554099613575
66,population: 15-19,-0.02381852529172014,-0.07633480809144809
181,f90_miscellaneous_offences_pc,-0.020923989860096526,0.08495221467849856
61,economic: gdp quarterly,-0.020357746866654036,3.190311585193455e-16
113,birth: india,-0.02005215976368693,-0.15018991794992412
120,birth: total,-0.0199022283579955,-0.1109420130422046
12,b50_deception,-0.01970467226665932,-0.12367119161412488
17,d20_disorderly_and_offensive_conduct,-0.016314356468048692,0.047359474722075905
170,b40_theft_pc,-0.013400722692739706,-0.09109979839063306
62,economic: gdp per capita quarterly,-0.012571322757049292,5.904669897225312e-17
74,population: 55-59,-0.011265118101007821,-0.0658087694986061
248,birth: vietnam_pc,-0.009036703967190704,-0.1739082737309955
251,birth: lebanon_pc,-0.008860808670934415,-0.2318337751389088
260,birth: turkey_pc,-0.005052186987450395,-0.12252708458649866
112,birth: sri lanka,-0.0012558772766431635,-0.13906270288410272
156,relationships: married,0.0010695139820376658,-0.09272525866607081
80,population: 85 and over,0.0014658347754841802,0.010962691981271993
22,f90_miscellaneous_offences,0.0030988087183409334,0.026166317381978325
2,quarter,0.006013491375204562,-5.789930480907943e-16
81,population: total persons,0.016116654478623114,-0.14814982218728612
25,d40_public_security_offences,0.017779904419810852,0.03582271570349621
125,birth: zimbabwe,0.018278211986044398,-0.0675629374238615
207,population: 50-54_pc,0.018721322503280752,0.1144864317824579
171,b50_deception_pc,0.02332057409823227,-0.04934004588614079
73,population: 50-54,0.030833035669018332,-0.12262534413083667
132,birth: italy,0.03247783265614582,-0.23615016208496406
287,relationships: lone persons_pc,0.03513051776901328,0.033067399026203224
245,birth: sri lanka_pc,0.035365188120595234,-0.1999439603956688
243,birth: mauritius_pc,0.04042215302173339,-0.22614585368043716
91,birth: thailand,0.04155086763691518,-0.14295366357732256
4,a50_robbery,0.042314166054465155,-0.20932037800389144
26,f10_regulatory_driving_offences,0.04244425678027739,-0.04547938912741691
185,f10_regulatory_driving_offences_pc,0.05062346545698623,-0.019107405744598824
246,birth: india_pc,0.05141845194763442,-0.23761264470932766
71,population: 40-44,0.05964011869514334,-0.19448244090416736
51,water_percentage,0.0605935154366129,0.1003072939283047
186,b60_bribery_pc,0.061009687805849214,-0.08335085064522961
184,d40_public_security_offences_pc,0.06442495881710161,-0.010204497796110521
224,birth: thailand_pc,0.06488300889076598,-0.15386305351967297
97,birth: chile,0.06582022187438341,-0.2772615790676956
192,economic: gini coefficient_pc,0.06852432453023495,0.05792091022497902
27,b60_bribery,0.06897521651454913,-0.1019253078420149
72,population: 45-49,0.07098302699958206,-0.16367250989799043
84,birth: papua new guinea,0.07235154037187076,-0.17852826311438805
24,f30_other_government_regulatory_offences,0.07402764443212276,-0.05326223026888661
70,population: 35-39,0.07417758765107556,-0.24854126007438793
183,f30_other_government_regulatory_offences_pc,0.07472041482860452,-0.03911574562127713
154,relationships: lone persons,0.0768159001134882,-0.1325205790642127
102,birth: scotland,0.07723866742765617,-0.09039072332674408
265,birth: italy_pc,0.07918917101519521,-0.2768854817755788
89,birth: egypt,0.09010204788511492,-0.25492529813650144
217,birth: papua new guinea_pc,0.09065290798474808,-0.12572804310982663
258,birth: zimbabwe_pc,0.0924886507697682,-0.017021727271701554
157,relationships: dependent student,0.09272148173530637,-0.1682031798675569
163,a50_robbery_pc,0.09402240361462882,-0.2242798697167128
135,studying: primary other,0.0997860694793007,-0.09368130900734908
67,population: 20-24,0.10031966491909956,-0.22447437577834836
69,population: 30-34,0.10106582706401375,-0.29986532642167213
151,relationships: defacto,0.10373292990423838,-0.18101377578327468
116,birth: new zealand,0.10574076980977938,-0.22371489920925544
159,economic: number of earners,0.12237177995308558,-0.19259113296044225
50,disturbed_percentage,0.12839717399883616,-0.1480585959679062
189,economic: median income_pc,0.1286879951564821,-0.014145806406110241
131,birth: born elsewhere,0.13359626587722417,-0.3268422097084201
40,zoned_school_satisfactory_complete_vce_percent,0.13809919893160288,-0.031962356587390814
83,birth: wales,0.14107866284473786,-0.08088248029752261
68,population: 25-29,0.14149057891079897,-0.3085913302609225
160,housing: count,0.14405267170257796,-0.2658627965988513
117,birth: iran,0.14523051169143056,-0.21586641919796543
134,birth: germany,0.15683353300584912,-0.20039606877948546
235,birth: scotland_pc,0.15932781136628318,-0.06016914701812587
1,year,0.15984297036132855,1.2099466807477734e-13
201,population: 20-24_pc,0.17253836067279082,-0.2376556056259742
21,f20_transport_regulation_offences,0.1745744413796714,-0.25290151985087567
284,relationships: defacto_pc,0.18015284093083753,-0.12508490665162875
268,studying: primary other_pc,0.18677091426476872,-0.0333235440457552
104,birth: poland,0.18737698859303958,-0.29374546685501896
190,economic: top 5% suburb_pc,0.18962698622255078,-0.04280119714024375
180,f20_transport_regulation_offences_pc,0.19403885789159186,-0.20894335018946156
222,birth: egypt_pc,0.19716770496264133,-0.3351944709442782
290,relationships: dependent student_pc,0.20161011632594747,-0.1595118659983477
96,birth: england,0.20545368438131387,-0.1421471146676955
107,birth: greece,0.2119558928862694,-0.3246908877954008
41,zoned_school_median_study_score,0.21216440652456842,-0.08952180951671043
29,best_school_number_vce_subjects,0.21475106552643525,-0.23146337318559937
34,avg_school_number_vce_subjects,0.21541739248640512,-0.16347194356755113
32,best_school_study_score_over_40_percent,0.22094645037429478,-0.13869418225834537
267,birth: germany_pc,0.23339781901052678,-0.18440520098375168
149,overseas: 5 years,0.2478786821633868,-0.30955701282307035
155,relationships: group household,0.25015433356753625,-0.325429912178322
88,birth: indonesia,0.25181544078388746,-0.25318931573726305
39,zoned_school_number_vce_subjects,0.2583993805265593,-0.21976229205629297
206,population: 45-49_pc,0.25845475687334113,-0.15096372537484254
216,birth: wales_pc,0.2599824983093586,-0.08303428318188814
86,birth: malaysia,0.2602024084897508,-0.19195056603895516
191,economic: top 1% suburb_pc,0.26237599810144346,-0.10574095844714235
250,birth: iran_pc,0.2706899956610906,-0.3183262207189002
137,studying: tertiary FT 25+,0.27304057128656256,-0.3885130395114455
106,birth: south africa,0.2764783416693114,-0.17671498465313623
230,birth: chile_pc,0.29148742474525113,-0.48609237120571047
30,best_school_satisfactory_complete_vce_percent,0.2919207926085794,-0.1985237747601626
37,avg_school_study_score_over_40_percent,0.29530984116615,-0.16521511325186772
99,birth: taiwan,0.295558843603232,-0.21406070870885635
202,population: 25-29_pc,0.3015180947751861,-0.38119413196130547
35,avg_school_satisfactory_complete_vce_percent,0.30666625275757475,-0.2202974602235307
93,birth: hong kong sar of china,0.30688475302613066,-0.22890450972528809
205,population: 40-44_pc,0.31166975004838327,-0.3624218809690121
240,birth: greece_pc,0.3145842814391751,-0.41693495833923666
129,birth: korea republic of south,0.3156597486184732,-0.26662624242238336
203,population: 30-34_pc,0.31670200798081305,-0.43969549617654463
48,built_percentage,0.3199912548473927,-0.28782128146312036
103,birth: china excludes sars and taiwan,0.32355383823007816,-0.2602350966779116
136,studying: tertiary FT 14-25,0.328245077521848,-0.36154386293251345
288,relationships: group household_pc,0.33247453794324006,-0.34264580361326563
148,studying: tertiary total,0.3459303430293411,-0.40635039243140153
221,birth: indonesia_pc,0.348115524099477,-0.3121470017758735
140,studying: tertiary PT 25+,0.35953418954434896,-0.4167396117247986
139,studying: tertiary PT 14-25,0.3621050305295684,-0.42539614993219194
219,birth: malaysia_pc,0.3629269028804247,-0.24491501505703545
229,birth: england_pc,0.3667907823281455,-0.1658998003985191
237,birth: poland_pc,0.3736404795188162,-0.4060212819993287
232,birth: taiwan_pc,0.3747882106315451,-0.26146417941339267
204,population: 35-39_pc,0.37722968740974994,-0.5224881539826178
105,birth: singapore,0.3890866907188409,-0.3455501506767588
270,studying: tertiary FT 25+_pc,0.3922391208011944,-0.45882158235782056
262,birth: korea republic of south_pc,0.40295378773999535,-0.31542786781729254
264,birth: born elsewhere_pc,0.40564894993841916,-0.5382812795784494
43,zoned_school_percentage_applying_to_victorian_uni,0.4062138582966666,-0.2954556428670563
92,birth: ireland,0.41395576805525175,-0.34294150890321173
282,overseas: 5 years_pc,0.4185588865816579,-0.3976961866783565
31,best_school_median_study_score,0.42494608854636606,-0.2863339127853355
236,birth: china excludes sars and taiwan_pc,0.42965078454581446,-0.3290559683377852
226,birth: hong kong sar of china_pc,0.4341578595358332,-0.3235421352906616
239,birth: south africa_pc,0.4372358116202044,-0.21806241994763947
225,birth: ireland_pc,0.43927507271261845,-0.34523184322043443
249,birth: new zealand_pc,0.4394291297112283,-0.4421116990710224
42,zoned_school_study_score_over_40_percent,0.45468059052860815,-0.2639665463028308
215,birth: brazil_pc,0.4695216995230966,-0.37778055356025453
273,studying: tertiary PT 25+_pc,0.47561811689108835,-0.433438434696029
82,birth: brazil,0.47631056144151085,-0.4021473160113427
269,studying: tertiary FT 14-25_pc,0.4828526514128204,-0.4573053477247985
33,best_school_percentage_applying_to_victorian_uni,0.4884246459944534,-0.4138936134996903
36,avg_school_median_study_score,0.5000679027215976,-0.28935092506913873
100,birth: japan,0.5071627412840956,-0.42652144120684904
119,birth: france,0.5161773534359525,-0.3976614600975759
57,economic: top 1% suburb,0.523421230364995,-0.27104361249986847
281,studying: tertiary total_pc,0.5291421822639897,-0.5222643078149822
128,birth: canada,0.548521232448821,-0.42746181833779257
38,avg_school_percentage_applying_to_victorian_uni,0.5497647399842457,-0.4803628966657637
252,birth: france_pc,0.5747877032802148,-0.41813418346027587
56,economic: top 5% suburb,0.5763200739322043,-0.29075955690263183
49,urban_percentage,0.5845266230675266,-0.6532298603800494
58,economic: gini coefficient,0.5960365344091149,-0.2662467959731224
261,birth: canada_pc,0.5975093373866119,-0.42030909606578354
238,birth: singapore_pc,0.5996114114478746,-0.500547472573439
233,birth: japan_pc,0.6050375435013041,-0.48300648012280784
55,economic: median income,0.6200750653354026,-0.4092064209396959
292,economic: number of earners_pc,0.6218110185318777,-0.31507013891618174
123,birth: united states of america,0.6232559487737857,-0.4671026425441093
272,studying: tertiary PT 14-25_pc,0.6393100640168787,-0.6133295546517727
52,developed_percentage,0.6424324587721105,-0.7027489464367569
256,birth: united states of america_pc,0.6919601542774838,-0.4784974529256497
161,housing: avg 2 years,0.9960848813256926,-0.6615869235190229
