,variable,correlation,correlation_with_distance
216,birth: papua new guinea_pc,0.10825113550062923,-0.12572804310982663
182,f30_other_government_regulatory_offences_pc,0.11343336508540044,-0.03911574562127713
266,birth: germany_pc,0.11379299679311687,-0.18440520098375168
24,f30_other_government_regulatory_offences,0.1139280114652243,-0.05326223026888661
132,birth: italy,0.11551003404389538,-0.23615016208496406
70,population: 35-39,0.116938498344394,-0.24854126007438793
188,economic: median income_pc,0.1183784533251227,-0.014145806406110241
159,economic: number of earners,0.12191805913306322,-0.19259113296044225
89,birth: egypt,0.12376589266105191,-0.25492529813650144
215,birth: wales_pc,0.12412157868165574,-0.08303428318188814
91,birth: thailand,0.12509495640790264,-0.14295366357732256
34,avg_school_number_vce_subjects,0.12647152502253084,-0.16347194356755113
104,birth: poland,0.12799934084592743,-0.29374546685501896
116,birth: new zealand,0.13179920829441835,-0.22371489920925544
1,year,0.13289805064922056,1.2099466807477734e-13
29,best_school_number_vce_subjects,0.13516717658877286,-0.23146337318559937
4,a50_robbery,0.13726380964395044,-0.20932037800389144
264,birth: italy_pc,0.14810160563997338,-0.2768854817755788
151,relationships: defacto,0.15386992001834132,-0.18101377578327468
245,birth: india_pc,0.16545868515949003,-0.23761264470932766
189,economic: top 5% suburb_pc,0.1706450018248725,-0.04280119714024375
106,birth: south africa,0.17497463506153316,-0.17671498465313623
154,relationships: lone persons,0.17564454535240587,-0.1325205790642127
131,birth: born elsewhere,0.17777773436362204,-0.3268422097084201
223,birth: thailand_pc,0.1782679823377472,-0.15386305351967297
32,best_school_study_score_over_40_percent,0.17906793052911021,-0.13869418225834537
286,relationships: lone persons_pc,0.18217664027139235,0.033067399026203224
40,zoned_school_satisfactory_complete_vce_percent,0.1837039736642298,-0.031962356587390814
67,population: 20-24,0.18980738219658944,-0.22447437577834836
162,a50_robbery_pc,0.1921813084930362,-0.2242798697167128
69,population: 30-34,0.20453125070541545,-0.29986532642167213
117,birth: iran,0.21345342499070868,-0.21586641919796543
50,disturbed_percentage,0.21363851517880095,-0.1480585959679062
21,f20_transport_regulation_offences,0.21507831590254783,-0.25290151985087567
221,birth: egypt_pc,0.2185780559277194,-0.3351944709442782
179,f20_transport_regulation_offences_pc,0.22696919702782561,-0.20894335018946156
204,population: 40-44_pc,0.22900060624017937,-0.3624218809690121
228,birth: england_pc,0.23067269429241502,-0.1658998003985191
190,economic: top 1% suburb_pc,0.23961527601951524,-0.10574095844714235
37,avg_school_study_score_over_40_percent,0.2400600198504535,-0.16521511325186772
41,zoned_school_median_study_score,0.2522842862047507,-0.08952180951671043
30,best_school_satisfactory_complete_vce_percent,0.2606969897820701,-0.1985237747601626
107,birth: greece,0.2630115863927223,-0.3246908877954008
35,avg_school_satisfactory_complete_vce_percent,0.26488320903840096,-0.2202974602235307
283,relationships: defacto_pc,0.26698853122724936,-0.12508490665162875
39,zoned_school_number_vce_subjects,0.271120810789759,-0.21976229205629297
68,population: 25-29,0.2718116778083116,-0.3085913302609225
236,birth: poland_pc,0.2763637626429641,-0.4060212819993287
238,birth: south africa_pc,0.2923437551597629,-0.21806241994763947
200,population: 20-24_pc,0.3103081871078278,-0.2376556056259742
86,birth: malaysia,0.33843491020721944,-0.19195056603895516
88,birth: indonesia,0.3427341047683387,-0.25318931573726305
149,overseas: 5 years,0.34580915202884693,-0.30955701282307035
239,birth: greece_pc,0.34812839445984406,-0.41693495833923666
92,birth: ireland,0.34951470871863416,-0.34294150890321173
93,birth: hong kong sar of china,0.36079573802452236,-0.22890450972528809
31,best_school_median_study_score,0.36430905851877327,-0.2863339127853355
249,birth: iran_pc,0.366242586097721,-0.3183262207189002
229,birth: chile_pc,0.36996704509847506,-0.48609237120571047
155,relationships: group household,0.37251760906319487,-0.325429912178322
136,studying: tertiary FT 14-25,0.3856402927649739,-0.36154386293251345
103,birth: china excludes sars and taiwan,0.3872423602115088,-0.2602350966779116
99,birth: taiwan,0.39476121163336103,-0.21406070870885635
137,studying: tertiary FT 25+,0.3980718246535768,-0.3885130395114455
129,birth: korea republic of south,0.40718991898193213,-0.26662624242238336
140,studying: tertiary PT 25+,0.4108872939161331,-0.4167396117247986
224,birth: ireland_pc,0.41591882861088375,-0.34523184322043443
36,avg_school_median_study_score,0.41854112870025145,-0.28935092506913873
139,studying: tertiary PT 14-25,0.41939717943279725,-0.42539614993219194
148,studying: tertiary total,0.4229187156639168,-0.40635039243140153
48,built_percentage,0.4253309042888087,-0.28782128146312036
160,housing: count,0.4371576620116273,-0.2697792822491251
33,best_school_percentage_applying_to_victorian_uni,0.4420892771188415,-0.4138936134996903
43,zoned_school_percentage_applying_to_victorian_uni,0.44341300167078046,-0.2954556428670563
287,relationships: group household_pc,0.4544414253065813,-0.34264580361326563
220,birth: indonesia_pc,0.4561699252490808,-0.3121470017758735
105,birth: singapore,0.4603329121920114,-0.3455501506767588
42,zoned_school_study_score_over_40_percent,0.4609135733768146,-0.2639665463028308
218,birth: malaysia_pc,0.46324178173958597,-0.24491501505703545
57,economic: top 1% suburb,0.46676868901845714,-0.27104361249986847
263,birth: born elsewhere_pc,0.47005951263891793,-0.5382812795784494
203,population: 35-39_pc,0.48934291961115295,-0.5224881539826178
201,population: 25-29_pc,0.4935244160836393,-0.38119413196130547
128,birth: canada,0.49839178604311585,-0.42746181833779257
248,birth: new zealand_pc,0.49844317961645224,-0.4421116990710224
202,population: 30-34_pc,0.4991806742703749,-0.43969549617654463
235,birth: china excludes sars and taiwan_pc,0.4992216168700038,-0.3290559683377852
225,birth: hong kong sar of china_pc,0.5021057168982791,-0.3235421352906616
38,avg_school_percentage_applying_to_victorian_uni,0.5030674205176344,-0.4803628966657637
56,economic: top 5% suburb,0.5032202221282788,-0.29075955690263183
58,economic: gini coefficient,0.5055347664398583,-0.2662467959731224
119,birth: france,0.508432146310143,-0.3976614600975759
231,birth: taiwan_pc,0.5105374914258425,-0.26146417941339267
261,birth: korea republic of south_pc,0.5156513980100688,-0.31542786781729254
55,economic: median income,0.5298703996881766,-0.4092064209396959
268,studying: tertiary FT 14-25_pc,0.530235354985252,-0.4573053477247985
269,studying: tertiary FT 25+_pc,0.5347269711923537,-0.45882158235782056
82,birth: brazil,0.5374229634127607,-0.4021473160113427
281,overseas: 5 years_pc,0.5399185254511053,-0.3976961866783565
272,studying: tertiary PT 25+_pc,0.5428612684037792,-0.433438434696029
214,birth: brazil_pc,0.5511255779711351,-0.37778055356025453
100,birth: japan,0.5666428432217555,-0.42652144120684904
260,birth: canada_pc,0.5687428948439239,-0.42030909606578354
291,economic: number of earners_pc,0.5716052291038779,-0.31507013891618174
123,birth: united states of america,0.5810045081205414,-0.4671026425441093
49,urban_percentage,0.5826076684696149,-0.6532298603800494
251,birth: france_pc,0.5888512177276202,-0.41813418346027587
280,studying: tertiary total_pc,0.6135127931957906,-0.5222643078149822
232,birth: japan_pc,0.6656922763852919,-0.48300648012280784
255,birth: united states of america_pc,0.6670554274606842,-0.4784974529256497
52,developed_percentage,0.6724063221448782,-0.7027489464367569
237,birth: singapore_pc,0.6920304744210556,-0.500547472573439
271,studying: tertiary PT 14-25_pc,0.7130239801518146,-0.6133295546517727
