,variable,correlation,correlation_with_distance
238,birth: south africa_pc,0.42465612948148146,-0.21806241994763947
201,population: 25-29_pc,0.4315663783426693,-0.38119413196130547
203,population: 35-39_pc,0.4363753813573259,-0.5224881539826178
287,relationships: group household_pc,0.43979020308363886,-0.34264580361326563
92,birth: ireland,0.4499681765538825,-0.34294150890321173
202,population: 30-34_pc,0.4546995700074325,-0.43969549617654463
31,best_school_median_study_score,0.46927965743617184,-0.2863339127853355
190,economic: top 1% suburb_pc,0.4863102966103255,-0.10574095844714235
214,birth: brazil_pc,0.4869371517996413,-0.37778055356025453
128,birth: canada,0.4962405125794987,-0.42746181833779257
280,studying: tertiary total_pc,0.49898101435144604,-0.5222643078149822
33,best_school_percentage_applying_to_victorian_uni,0.5091303082283863,-0.4138936134996903
43,zoned_school_percentage_applying_to_victorian_uni,0.5150009399776594,-0.2954556428670563
42,zoned_school_study_score_over_40_percent,0.5372329368076713,-0.2639665463028308
248,birth: new zealand_pc,0.539071966824704,-0.4421116990710224
38,avg_school_percentage_applying_to_victorian_uni,0.5545221814648152,-0.4803628966657637
232,birth: japan_pc,0.5554281475984219,-0.48300648012280784
36,avg_school_median_study_score,0.5673011670811496,-0.28935092506913873
119,birth: france,0.5773584703284915,-0.3976614600975759
123,birth: united states of america,0.6009198058019832,-0.4671026425441093
49,urban_percentage,0.6369559340995197,-0.6532298603800494
271,studying: tertiary PT 14-25_pc,0.6426977164542167,-0.6133295546517727
52,developed_percentage,0.6436211217116905,-0.7027489464367569
224,birth: ireland_pc,0.6466533499566989,-0.34523184322043443
58,economic: gini coefficient,0.6520016566743895,-0.2662467959731224
272,studying: tertiary PT 25+_pc,0.6676035912551344,-0.433438434696029
57,economic: top 1% suburb,0.6840514594926058,-0.27104361249986847
56,economic: top 5% suburb,0.7153529423872269,-0.29075955690263183
291,economic: number of earners_pc,0.7218753676468995,-0.31507013891618174
55,economic: median income,0.7750726207111553,-0.4092064209396959
260,birth: canada_pc,0.7753279867988333,-0.42030909606578354
251,birth: france_pc,0.7768549033492306,-0.41813418346027587
255,birth: united states of america_pc,0.8756759152316635,-0.4784974529256497
