,variable,correlation,correlation_with_distance
9,b20_property_damage,-0.25437018702599345,0.1864509346117581
146,studying: secondary government,-0.2484442887247195,-0.017212824909194884
167,b20_property_damage_pc,-0.2422640452786223,0.29310299193931844
177,e10_justice_procedures_pc,-0.2413249956169021,0.298304228253037
150,relationships: child under 15,-0.2374494617805197,-0.02920052014579637
138,studying: primary total,-0.2356423603446869,-0.02469911330267989
19,e10_justice_procedures,-0.22992171047489696,0.19350716031368553
64,population: 5-9,-0.22919849358857544,-0.03962840099658295
206,population: 50-54_pc,-0.22686756330761815,0.1144864317824579
243,birth: samoa_pc,-0.2238862225354405,-0.03954231856060673
76,population: 65-69,-0.22234345217502777,0.02535183879103458
65,population: 10-14,-0.22134031832610704,-0.025803207161968652
87,birth: country of birth not stated,-0.21957328266285095,0.05877822233542479
63,population: 0-4,-0.21738972819500943,-0.06541738616091915
144,studying: preschool,-0.21059818581693276,-0.046620457625450085
7,other_crimes_against_the_person,-0.21014806171357173,0.16690176663541564
142,studying: primary government,-0.2100398540434231,-0.04400682499081903
78,population: 75-79,-0.20521185606105932,0.0381117331997434
0,Unnamed: 0,-0.200326161708784,0.1476541571675489
77,population: 70-74,-0.19748325513993037,0.026513882271780642
147,studying: secondary total,-0.1923571872237072,-0.05247554099613575
174,d10_weapons_and_explosives_offences_pc,-0.19134034073883746,0.23676084212604867
75,population: 60-64,-0.1903517595161064,-0.02229726416050444
79,population: 80-84,-0.1883460293684922,0.01792251095903038
246,birth: philippines_pc,-0.18680496361555926,-0.03946028653535086
111,birth: samoa,-0.18073407963024005,-0.04144860001836558
165,other_crimes_against_the_person_pc,-0.17800649026136794,0.24308783352339355
233,birth: malta_pc,-0.16958613144441348,-0.1154916874367756
254,birth: myanmar_pc,-0.16902522908802517,-0.01828118908746328
161,a20_assault_and_related_offences_pc,-0.167224060315824,0.262060459218434
16,d10_weapons_and_explosives_offences,-0.16404853138885353,0.10323051011003423
74,population: 55-59,-0.15117585821083812,-0.0658087694986061
101,birth: malta,-0.14865434201971847,-0.11437239304912766
114,birth: philippines,-0.14543043351422302,-0.08779733364139412
156,relationships: married,-0.14522831517374843,-0.09272525866607081
80,population: 85 and over,-0.1447608307491228,0.010962691981271993
133,birth: croatia,-0.14459167779406737,-0.14963647338658623
222,birth: afghanistan age_pc,-0.14237384676501685,0.00839383303162997
108,birth: pakistan,-0.14148949919115344,-0.11509188115337499
240,birth: pakistan_pc,-0.1372884910348793,-0.1220741984627885
98,birth: fiji,-0.13382674242243997,-0.09234288052598191
23,c90_other_drug_offences,-0.13177180187944096,0.06370684241562398
181,c90_other_drug_offences_pc,-0.1292461643034965,0.06659244844955667
284,relationships: other related individual_pc,-0.12873747413314127,-0.13683057984625627
3,a20_assault_and_related_offences,-0.1252435912669745,0.11782358378892614
66,population: 15-19,-0.12511889922496647,-0.07633480809144809
122,birth: myanmar,-0.1236046141645369,-0.053935240602470826
124,birth: bosnia and herzegovina,-0.12356667651820735,-0.13606853200027663
90,birth: afghanistan age,-0.12218737291564083,-0.01405177990214187
230,birth: fiji_pc,-0.11463117187812764,-0.1377165329595579
120,birth: total,-0.11225128152912667,-0.1109420130422046
152,relationships: other related individual,-0.1064614859656572,-0.15109455103995573
73,population: 50-54,-0.10629310321863952,-0.12262534413083667
28,total_crimes,-0.10066828433661895,0.03615658378661656
265,birth: croatia_pc,-0.09938793930789978,-0.10758344548089221
256,birth: bosnia and herzegovina_pc,-0.0911298503462891,-0.16710045194620277
95,birth: north macedonia,-0.08810373795583053,-0.11373195187443162
126,birth: bangladesh,-0.0864140994447613,-0.1572613700484377
187,economic: median age of earners_pc,-0.07867005651797103,0.2224867356585519
227,birth: north macedonia_pc,-0.07772782370538767,-0.1483814215165392
157,relationships: dependent student,-0.07222887254253205,-0.1682031798675569
109,birth: iraq,-0.07144599027153849,-0.04419279584393921
289,relationships: dependent student_pc,-0.07052686521786165,-0.1595118659983477
10,b30_burglary/break_and_enter,-0.06776737389129506,-0.04536964145713471
241,birth: iraq_pc,-0.06712025135283596,-0.04627294532932149
81,population: total persons,-0.06677292730647824,-0.14814982218728612
72,population: 45-49,-0.0639868417785631,-0.16367250989799043
141,studying: tafe total,-0.0632314204492732,-0.10432021390236793
112,birth: sri lanka,-0.06225490118888737,-0.13906270288410272
110,birth: mauritius,-0.05926614975037172,-0.11641058612081681
60,economic: variable interest rate,-0.05783511501880953,-1.184337515335073e-15
186,total_crimes_pc,-0.05524698445223135,0.13971855061362878
102,birth: scotland,-0.050661435322001735,-0.09039072332674408
118,birth: lebanon,-0.0505263541267027,-0.19052477826517583
176,d30_public_nuisance_offences_pc,-0.050162053614045465,0.2314120718228886
273,studying: tafe total_pc,-0.04707105247116418,0.029602059314585066
130,birth: cambodia,-0.047051314118267525,-0.06342292975519152
71,population: 40-44,-0.0462709040919408,-0.19448244090416736
113,birth: india,-0.03798688470504777,-0.15018991794992412
125,birth: zimbabwe,-0.03508762366734739,-0.0675629374238615
135,studying: primary other,-0.03241282173227214,-0.09368130900734908
262,birth: cambodia_pc,-0.03107184336900687,-0.06074542248837209
127,birth: turkey,-0.02869854263094373,-0.09616767826654393
258,birth: bangladesh_pc,-0.028108185587201448,-0.20287678340884713
168,b30_burglary/break_and_enter_pc,-0.0224699352750876,0.04550541332772305
59,economic: trimmed mean quarterly,-0.02185105989657624,3.598025992860649e-16
115,birth: vietnam,-0.021598194833680664,-0.13755761548186973
94,birth: nepal,-0.016291590421175926,-0.13359404191158541
61,economic: gdp quarterly,-0.015333975964040486,3.190311585193455e-16
18,d30_public_nuisance_offences,-0.014558850834473938,0.1427432493606623
244,birth: sri lanka_pc,-0.009767998179709818,-0.1999439603956688
62,economic: gdp per capita quarterly,-0.00931615190085164,5.904669897225312e-17
195,economic: gdp per capita quarterly_pc,-0.0008501342551538942,0.038767959785035416
250,birth: lebanon_pc,-0.00042171026014081704,-0.2318337751389088
2,quarter,0.0030399050665547056,-5.789930480907943e-16
194,economic: gdp quarterly_pc,0.005772208867975718,0.09397043653529479
84,birth: papua new guinea,0.011782264408969914,-0.17852826311438805
226,birth: nepal_pc,0.013371124068069137,-0.14681493655633907
192,economic: trimmed mean quarterly_pc,0.01630139642980836,0.13516258359535047
83,birth: wales,0.017041595087977923,-0.08088248029752261
193,economic: variable interest rate_pc,0.019453853301702555,0.13997626198571375
205,population: 45-49_pc,0.02509315528719128,-0.15096372537484254
89,birth: egypt,0.02779918483051993,-0.25492529813650144
15,c30_drug_use_and_possession,0.02819964745120224,0.0037815754365306802
180,f90_miscellaneous_offences_pc,0.030415000606723416,0.08495221467849856
259,birth: turkey_pc,0.03220435850621036,-0.12252708458649866
70,population: 35-39,0.03305735102224738,-0.24854126007438793
159,economic: number of earners,0.033276558186798026,-0.19259113296044225
134,birth: germany,0.03480161218064256,-0.20039606877948546
132,birth: italy,0.03499651548642307,-0.23615016208496406
13,c10_drug_dealing_and_trafficking,0.0367212179613483,0.04224341064295429
22,f90_miscellaneous_offences,0.038425484608814266,0.026166317381978325
247,birth: vietnam_pc,0.03865357173478074,-0.1739082737309955
242,birth: mauritius_pc,0.04585256043883067,-0.22614585368043716
26,f10_regulatory_driving_offences,0.04596467968549223,-0.04547938912741691
267,studying: primary other_pc,0.052043416004524015,-0.0333235440457552
234,birth: scotland_pc,0.05320888225144873,-0.06016914701812587
184,f10_regulatory_driving_offences_pc,0.05641734612898741,-0.019107405744598824
11,b40_theft,0.05706622674044157,-0.17631115621652935
173,c30_drug_use_and_possession_pc,0.06559587661446623,0.09273644817687214
116,birth: new zealand,0.072175597370589,-0.22371489920925544
96,birth: england,0.07479240154635146,-0.1421471146676955
25,d40_public_security_offences,0.07521776634627397,0.03582271570349621
171,c10_drug_dealing_and_trafficking_pc,0.07562018686067076,0.10001183671666405
97,birth: chile,0.08062957878219676,-0.2772615790676956
51,water_percentage,0.09155673699151023,0.1003072939283047
257,birth: zimbabwe_pc,0.09302723031045917,-0.017021727271701554
27,b60_bribery,0.10159232865480487,-0.1019253078420149
245,birth: india_pc,0.1049554327638462,-0.23761264470932766
264,birth: italy_pc,0.10840704681324709,-0.2768854817755788
185,b60_bribery_pc,0.10945564964627706,-0.08335085064522961
34,avg_school_number_vce_subjects,0.10983790830010404,-0.16347194356755113
117,birth: iran,0.11157998949050792,-0.21586641919796543
12,b50_deception,0.113207982185449,-0.12367119161412488
91,birth: thailand,0.11373439717936398,-0.14295366357732256
17,d20_disorderly_and_offensive_conduct,0.12010585829451305,0.047359474722075905
216,birth: papua new guinea_pc,0.12151266595267948,-0.12572804310982663
175,d20_disorderly_and_offensive_conduct_pc,0.12195608383384679,0.08245664957010572
1,year,0.12694705157844346,1.2099466807477734e-13
104,birth: poland,0.1326189475282236,-0.29374546685501896
183,d40_public_security_offences_pc,0.1373322920383771,-0.010204497796110521
151,relationships: defacto,0.1402340224654556,-0.18101377578327468
131,birth: born elsewhere,0.14072495122064904,-0.3268422097084201
191,economic: gini coefficient_pc,0.14482409850229533,0.05792091022497902
24,f30_other_government_regulatory_offences,0.1477864117695481,-0.05326223026888661
69,population: 30-34,0.1529070480142804,-0.29986532642167213
169,b40_theft_pc,0.1571177107624324,-0.09109979839063306
67,population: 20-24,0.15735174430538423,-0.22447437577834836
215,birth: wales_pc,0.16011138869335192,-0.08303428318188814
182,f30_other_government_regulatory_offences_pc,0.16045651340008762,-0.03911574562127713
221,birth: egypt_pc,0.16078853372113255,-0.3351944709442782
4,a50_robbery,0.1642176389791051,-0.20932037800389144
29,best_school_number_vce_subjects,0.167834047594073,-0.23146337318559937
266,birth: germany_pc,0.17268281798317267,-0.18440520098375168
154,relationships: lone persons,0.17363746143459477,-0.1325205790642127
106,birth: south africa,0.1874604171740813,-0.17671498465313623
170,b50_deception_pc,0.18980169754975829,-0.04934004588614079
107,birth: greece,0.19443076991388408,-0.3246908877954008
40,zoned_school_satisfactory_complete_vce_percent,0.1996444649336412,-0.031962356587390814
32,best_school_study_score_over_40_percent,0.20439021723182274,-0.13869418225834537
188,economic: median income_pc,0.21110513822474136,-0.014145806406110241
204,population: 40-44_pc,0.21375011122160695,-0.3624218809690121
223,birth: thailand_pc,0.21859762970040975,-0.15386305351967297
50,disturbed_percentage,0.2484161124135448,-0.1480585959679062
68,population: 25-29,0.24907678567957106,-0.3085913302609225
21,f20_transport_regulation_offences,0.25330465104653155,-0.25290151985087567
86,birth: malaysia,0.2612936467719753,-0.19195056603895516
93,birth: hong kong sar of china,0.26602027622832364,-0.22890450972528809
189,economic: top 5% suburb_pc,0.2672900813648923,-0.04280119714024375
39,zoned_school_number_vce_subjects,0.27210153454117875,-0.21976229205629297
162,a50_robbery_pc,0.2728237757074936,-0.2242798697167128
228,birth: england_pc,0.2780231839701149,-0.1658998003985191
179,f20_transport_regulation_offences_pc,0.27826274400767265,-0.20894335018946156
35,avg_school_satisfactory_complete_vce_percent,0.2792876884658968,-0.2202974602235307
249,birth: iran_pc,0.27990484689497896,-0.3183262207189002
41,zoned_school_median_study_score,0.2800537358036308,-0.08952180951671043
30,best_school_satisfactory_complete_vce_percent,0.2849014939094197,-0.1985237747601626
37,avg_school_study_score_over_40_percent,0.28896927275476747,-0.16521511325186772
103,birth: china excludes sars and taiwan,0.30178882296426507,-0.2602350966779116
286,relationships: lone persons_pc,0.3072397213014191,0.033067399026203224
99,birth: taiwan,0.3280318570163316,-0.21406070870885635
88,birth: indonesia,0.3294614271361142,-0.25318931573726305
149,overseas: 5 years,0.3352798097076409,-0.30955701282307035
190,economic: top 1% suburb_pc,0.33910077971355396,-0.10574095844714235
239,birth: greece_pc,0.3392896250646213,-0.41693495833923666
139,studying: tertiary PT 14-25,0.3504119091829035,-0.42539614993219194
236,birth: poland_pc,0.36193965937140415,-0.4060212819993287
136,studying: tertiary FT 14-25,0.3640770073783098,-0.36154386293251345
129,birth: korea republic of south,0.36450231308644826,-0.26662624242238336
105,birth: singapore,0.3661970952443235,-0.3455501506767588
238,birth: south africa_pc,0.3669002317501023,-0.21806241994763947
200,population: 20-24_pc,0.370807015754977,-0.2376556056259742
283,relationships: defacto_pc,0.37421387494897124,-0.12508490665162875
140,studying: tertiary PT 25+,0.385539351590686,-0.4167396117247986
137,studying: tertiary FT 25+,0.40075508464857285,-0.3885130395114455
148,studying: tertiary total,0.40303127252930476,-0.40635039243140153
229,birth: chile_pc,0.40343985247281305,-0.48609237120571047
92,birth: ireland,0.40680776517807266,-0.34294150890321173
31,best_school_median_study_score,0.40698788310720185,-0.2863339127853355
155,relationships: group household,0.41053216409127236,-0.325429912178322
218,birth: malaysia_pc,0.42280758766923254,-0.24491501505703545
225,birth: hong kong sar of china_pc,0.43512313135199815,-0.3235421352906616
235,birth: china excludes sars and taiwan_pc,0.44657073203059827,-0.3290559683377852
231,birth: taiwan_pc,0.47259648566975415,-0.26146417941339267
43,zoned_school_percentage_applying_to_victorian_uni,0.4732346052804064,-0.2954556428670563
220,birth: indonesia_pc,0.480824634033277,-0.3121470017758735
48,built_percentage,0.48408970873926876,-0.28782128146312036
33,best_school_percentage_applying_to_victorian_uni,0.484104552027398,-0.4138936134996903
36,avg_school_median_study_score,0.4855557010434996,-0.28935092506913873
160,housing: count,0.5083432717114227,-0.31754953139643916
261,birth: korea republic of south_pc,0.5154843503696714,-0.31542786781729254
263,birth: born elsewhere_pc,0.5232611922687359,-0.5382812795784494
224,birth: ireland_pc,0.5257876644794461,-0.34523184322043443
203,population: 35-39_pc,0.5318015363776302,-0.5224881539826178
128,birth: canada,0.5339196950972999,-0.42746181833779257
248,birth: new zealand_pc,0.5344227748162264,-0.4421116990710224
42,zoned_school_study_score_over_40_percent,0.5395361617281059,-0.2639665463028308
57,economic: top 1% suburb,0.5435579961772614,-0.27104361249986847
38,avg_school_percentage_applying_to_victorian_uni,0.5449256579962197,-0.4803628966657637
287,relationships: group household_pc,0.561667216267971,-0.34264580361326563
58,economic: gini coefficient,0.562756789216358,-0.2662467959731224
268,studying: tertiary FT 14-25_pc,0.5720315148444799,-0.4573053477247985
56,economic: top 5% suburb,0.5784056403377501,-0.29075955690263183
100,birth: japan,0.5815049578498508,-0.42652144120684904
202,population: 30-34_pc,0.5836422132887351,-0.43969549617654463
201,population: 25-29_pc,0.5922021183546864,-0.38119413196130547
82,birth: brazil,0.5972801237292054,-0.4021473160113427
55,economic: median income,0.6012495484970151,-0.4092064209396959
119,birth: france,0.6031317045976712,-0.3976614600975759
281,overseas: 5 years_pc,0.6043497684237017,-0.3976961866783565
269,studying: tertiary FT 25+_pc,0.6088775118115579,-0.45882158235782056
49,urban_percentage,0.6295849684761681,-0.6532298603800494
272,studying: tertiary PT 25+_pc,0.630477686734819,-0.433438434696029
123,birth: united states of america,0.6338814790132753,-0.4671026425441093
214,birth: brazil_pc,0.637898351830746,-0.37778055356025453
291,economic: number of earners_pc,0.6556732222009248,-0.31507013891618174
237,birth: singapore_pc,0.6580628801908331,-0.500547472573439
280,studying: tertiary total_pc,0.6781712600015025,-0.5222643078149822
260,birth: canada_pc,0.6816257108199073,-0.42030909606578354
251,birth: france_pc,0.7258993839433293,-0.41813418346027587
52,developed_percentage,0.7337948087986881,-0.7027489464367569
232,birth: japan_pc,0.7490932746216311,-0.48300648012280784
271,studying: tertiary PT 14-25_pc,0.7515988010657367,-0.6133295546517727
255,birth: united states of america_pc,0.7915647474911579,-0.4784974529256497
