,variable,correlation,correlation_with_distance
63,population: 0-4,-0.30620317158894306,-0.06541738616091915
141,studying: tafe total,-0.30314411367347355,-0.10432021390236793
150,relationships: child under 15,-0.3025885437613491,-0.02920052014579637
121,birth: netherlands,-0.2991003716954884,0.12764770281410603
152,relationships: other related individual,-0.2961803557886105,-0.15109455103995573
3,a20_assault_and_related_offences,-0.29541634615670287,0.11782358378892614
7,other_crimes_against_the_person,-0.29434815360402083,0.16690176663541564
138,studying: primary total,-0.2935441039535169,-0.02469911330267989
142,studying: primary government,-0.2929277001579127,-0.04400682499081903
114,birth: philippines,-0.29289747577217473,-0.08779733364139412
199,population: 15-19_pc,-0.29081136245508804,0.23148387748958577
64,population: 5-9,-0.28764144484132825,-0.03962840099658295
163,"a70_stalking,_harassment_and_threatening_behaviour_pc",-0.28338059426207773,0.2742943118523256
174,d10_weapons_and_explosives_offences_pc,-0.28013651484460683,0.23676084212604867
144,studying: preschool,-0.27926365227853556,-0.046620457625450085
177,e10_justice_procedures_pc,-0.27654627892881795,0.298304228253037
85,birth: australia,-0.2756163328021885,0.05763565498774411
230,birth: fiji_pc,-0.2753748079522341,-0.1377165329595579
243,birth: samoa_pc,-0.27101667326401235,-0.03954231856060673
160,housing: count,-0.268294717971625,-0.015871485426745796
217,birth: australia_pc,-0.2633768045341551,0.5802749287767055
76,population: 65-69,-0.2632283909679914,0.02535183879103458
65,population: 10-14,-0.26243061347872326,-0.025803207161968652
78,population: 75-79,-0.25331576167140596,0.0381117331997434
156,relationships: married,-0.25302361418725,-0.09272525866607081
75,population: 60-64,-0.25221174002756525,-0.02229726416050444
208,population: 60-64_pc,-0.24967838216852423,0.47559509539635986
133,birth: croatia,-0.24900147256975108,-0.14963647338658623
66,population: 15-19,-0.24776160553968518,-0.07633480809144809
161,a20_assault_and_related_offences_pc,-0.2472257785267261,0.262060459218434
120,birth: total,-0.2471570143930604,-0.1109420130422046
28,total_crimes,-0.24537250970122504,0.03615658378661656
279,studying: secondary total_pc,-0.2439625340853144,0.22792703713250956
211,population: 75-79_pc,-0.24294234242925036,0.4718144159243018
254,birth: myanmar_pc,-0.2405400727890534,-0.01828118908746328
79,population: 80-84,-0.24010250104531725,0.01792251095903038
209,population: 65-69_pc,-0.23979528408845552,0.4979389338351702
108,birth: pakistan,-0.2389886862362824,-0.11509188115337499
147,studying: secondary total,-0.2372355749178959,-0.05247554099613575
240,birth: pakistan_pc,-0.2368461996675746,-0.1220741984627885
233,birth: malta_pc,-0.23672099148042394,-0.1154916874367756
77,population: 70-74,-0.23616010215506048,0.026513882271780642
212,population: 80-84_pc,-0.23284942499189643,0.4358363338423582
98,birth: fiji,-0.23153083054063703,-0.09234288052598191
111,birth: samoa,-0.22384949150883113,-0.04144860001836558
46,total_area,-0.22020090552665791,0.3349907755529597
126,birth: bangladesh,-0.22011681192624533,-0.1572613700484377
74,population: 55-59,-0.21936055998825146,-0.0658087694986061
101,birth: malta,-0.21935740050017347,-0.11437239304912766
81,population: total persons,-0.21134007046237877,-0.14814982218728612
167,b20_property_damage_pc,-0.2104891871433026,0.29310299193931844
113,birth: india,-0.2071314423707841,-0.15018991794992412
165,other_crimes_against_the_person_pc,-0.19954257046657783,0.24308783352339355
122,birth: myanmar,-0.19608543622053354,-0.053935240602470826
124,birth: bosnia and herzegovina,-0.1929324364214933,-0.13606853200027663
112,birth: sri lanka,-0.19005156058845565,-0.13906270288410272
73,population: 50-54,-0.18904078849395423,-0.12262534413083667
18,d30_public_nuisance_offences,-0.18678333874669903,0.1427432493606623
10,b30_burglary/break_and_enter,-0.18116759754628295,-0.04536964145713471
258,birth: bangladesh_pc,-0.17769590843384123,-0.20287678340884713
210,population: 70-74_pc,-0.17635292760055873,0.4344184500653483
245,birth: india_pc,-0.17306736439243006,-0.23761264470932766
15,c30_drug_use_and_possession,-0.17109400000641037,0.0037815754365306802
118,birth: lebanon,-0.17035723276073403,-0.19052477826517583
71,population: 40-44,-0.16909999188392344,-0.19448244090416736
244,birth: sri lanka_pc,-0.16348435058215421,-0.1999439603956688
72,population: 45-49,-0.15787772126109914,-0.16367250989799043
80,population: 85 and over,-0.15612810848973607,0.010962691981271993
89,birth: egypt,-0.15582607992939437,-0.25492529813650144
207,population: 55-59_pc,-0.1552672423289842,0.3736477998253916
265,birth: croatia_pc,-0.15480021224834056,-0.10758344548089221
13,c10_drug_dealing_and_trafficking,-0.1541458978819673,0.04224341064295429
256,birth: bosnia and herzegovina_pc,-0.15376071348093623,-0.16710045194620277
0,Unnamed: 0,-0.1513738032827319,0.1476541571675489
176,d30_public_nuisance_offences_pc,-0.14844316723754786,0.2314120718228886
95,birth: north macedonia,-0.1466759895952132,-0.11373195187443162
110,birth: mauritius,-0.14593630042725672,-0.11641058612081681
70,population: 35-39,-0.14389795060202568,-0.24854126007438793
157,relationships: dependent student,-0.1433718512591826,-0.1682031798675569
91,birth: thailand,-0.13935209460375764,-0.14295366357732256
186,total_crimes_pc,-0.13551376888719938,0.13971855061362878
227,birth: north macedonia_pc,-0.1348361754761392,-0.1483814215165392
222,birth: afghanistan age_pc,-0.13451802187150716,0.00839383303162997
54,economic: median age of earners,-0.13209214798022495,0.3885695551438549
90,birth: afghanistan age,-0.13204808803210952,-0.01405177990214187
94,birth: nepal,-0.13122173950758498,-0.13359404191158541
115,birth: vietnam,-0.1251753069001604,-0.13755761548186973
127,birth: turkey,-0.124029666921603,-0.09616767826654393
109,birth: iraq,-0.12227943625460452,-0.04419279584393921
241,birth: iraq_pc,-0.12040816965796407,-0.04627294532932149
130,birth: cambodia,-0.11533859078777478,-0.06342292975519152
250,birth: lebanon_pc,-0.11428611045964777,-0.2318337751389088
132,birth: italy,-0.11300476181291937,-0.23615016208496406
23,c90_other_drug_offences,-0.10837463903258086,0.06370684241562398
67,population: 20-24,-0.10778558325668249,-0.22447437577834836
213,population: 85 and over_pc,-0.10666533210218151,0.3743448592563988
159,economic: number of earners,-0.10494284497482238,-0.19259113296044225
125,birth: zimbabwe,-0.10202961710110829,-0.0675629374238615
173,c30_drug_use_and_possession_pc,-0.10068540531055031,0.09273644817687214
11,b40_theft,-0.10024145999949305,-0.17631115621652935
262,birth: cambodia_pc,-0.0945683794913404,-0.06074542248837209
181,c90_other_drug_offences_pc,-0.094517287475616,0.06659244844955667
226,birth: nepal_pc,-0.09008978729795843,-0.14681493655633907
4,a50_robbery,-0.0882168220192915,-0.20932037800389144
247,birth: vietnam_pc,-0.08700289052927228,-0.1739082737309955
117,birth: iran,-0.08675789771916466,-0.21586641919796543
242,birth: mauritius_pc,-0.08232732302628168,-0.22614585368043716
171,c10_drug_dealing_and_trafficking_pc,-0.08142685479487358,0.10001183671666405
180,f90_miscellaneous_offences_pc,-0.07802663421033677,0.08495221467849856
69,population: 30-34,-0.0773997775862406,-0.29986532642167213
259,birth: turkey_pc,-0.06998167268847995,-0.12252708458649866
22,f90_miscellaneous_offences,-0.06806141867329747,0.026166317381978325
102,birth: scotland,-0.06627594749906726,-0.09039072332674408
97,birth: chile,-0.0640462851844972,-0.2772615790676956
17,d20_disorderly_and_offensive_conduct,-0.06289427244566341,0.047359474722075905
51,water_percentage,-0.062223899096174644,0.1003072939283047
223,birth: thailand_pc,-0.06136130023724875,-0.15386305351967297
84,birth: papua new guinea,-0.058425813113253275,-0.17852826311438805
50,disturbed_percentage,-0.05254356744395539,-0.1480585959679062
12,b50_deception,-0.05232179982777461,-0.12367119161412488
131,birth: born elsewhere,-0.0391697532097835,-0.3268422097084201
25,d40_public_security_offences,-0.03497540678496558,0.03582271570349621
168,b30_burglary/break_and_enter_pc,-0.033169459499166956,0.04550541332772305
24,f30_other_government_regulatory_offences,-0.03274939977950039,-0.05326223026888661
134,birth: germany,-0.030891811282683694,-0.20039606877948546
175,d20_disorderly_and_offensive_conduct_pc,-0.030564925972347067,0.08245664957010572
182,f30_other_government_regulatory_offences_pc,-0.030260123982087918,-0.03911574562127713
116,birth: new zealand,-0.029108557744684772,-0.22371489920925544
68,population: 25-29,-0.02229515526836038,-0.3085913302609225
60,economic: variable interest rate,-0.020556975880918562,-1.184337515335073e-15
221,birth: egypt_pc,-0.020078402288076676,-0.3351944709442782
59,economic: trimmed mean quarterly,-0.017156112214777357,3.598025992860649e-16
264,birth: italy_pc,-0.01689458456554663,-0.2768854817755788
83,birth: wales,-0.013980231124386601,-0.08088248029752261
151,relationships: defacto,-0.013573954560634975,-0.18101377578327468
86,birth: malaysia,-0.012523615404718143,-0.19195056603895516
88,birth: indonesia,-0.01051284428574052,-0.25318931573726305
183,d40_public_security_offences_pc,-0.008939180352985422,-0.010204497796110521
61,economic: gdp quarterly,-0.005135916412563801,3.190311585193455e-16
62,economic: gdp per capita quarterly,-0.002187143583189759,5.904669897225312e-17
129,birth: korea republic of south,-0.0018255124146671154,-0.26662624242238336
2,quarter,-0.0014426181435734065,-5.789930480907943e-16
206,population: 50-54_pc,-0.0009891909173015427,0.1144864317824579
154,relationships: lone persons,0.01114598637339297,-0.1325205790642127
149,overseas: 5 years,0.01457073864855188,-0.30955701282307035
249,birth: iran_pc,0.015263487241156087,-0.3183262207189002
162,a50_robbery_pc,0.022229287172936627,-0.2242798697167128
135,studying: primary other,0.024846284040268594,-0.09368130900734908
195,economic: gdp per capita quarterly_pc,0.025378886323660126,0.038767959785035416
170,b50_deception_pc,0.025958454486275203,-0.04934004588614079
103,birth: china excludes sars and taiwan,0.04302528455189124,-0.2602350966779116
26,f10_regulatory_driving_offences,0.04363826669269068,-0.04547938912741691
187,economic: median age of earners_pc,0.04383153620885174,0.2224867356585519
99,birth: taiwan,0.04556699885491753,-0.21406070870885635
169,b40_theft_pc,0.04864245566433712,-0.09109979839063306
184,f10_regulatory_driving_offences_pc,0.04872350111496651,-0.019107405744598824
289,relationships: dependent student_pc,0.049368840350486005,-0.1595118659983477
185,b60_bribery_pc,0.05139355880082301,-0.08335085064522961
93,birth: hong kong sar of china,0.0555962280082686,-0.22890450972528809
1,year,0.05833352491151465,1.2099466807477734e-13
194,economic: gdp quarterly_pc,0.06203079371782968,0.09397043653529479
96,birth: england,0.06337452775359521,-0.1421471146676955
257,birth: zimbabwe_pc,0.06684851022945584,-0.017021727271701554
107,birth: greece,0.06768202811382046,-0.3246908877954008
34,avg_school_number_vce_subjects,0.07079401559423912,-0.16347194356755113
27,b60_bribery,0.07484884839096517,-0.1019253078420149
48,built_percentage,0.07532564835206453,-0.28782128146312036
192,economic: trimmed mean quarterly_pc,0.08594408269061891,0.13516258359535047
216,birth: papua new guinea_pc,0.08642381616367445,-0.12572804310982663
104,birth: poland,0.08920314307242606,-0.29374546685501896
21,f20_transport_regulation_offences,0.0898855088408218,-0.25290151985087567
193,economic: variable interest rate_pc,0.0947466399763474,0.13997626198571375
261,birth: korea republic of south_pc,0.0956513433199519,-0.31542786781729254
137,studying: tertiary FT 25+,0.09731066345385685,-0.3885130395114455
105,birth: singapore,0.10849924517737626,-0.3455501506767588
220,birth: indonesia_pc,0.1089104312779965,-0.3121470017758735
136,studying: tertiary FT 14-25,0.11476518423642114,-0.36154386293251345
218,birth: malaysia_pc,0.11612788171648175,-0.24491501505703545
200,population: 20-24_pc,0.12053572597337667,-0.2376556056259742
139,studying: tertiary PT 14-25,0.13446118101290222,-0.42539614993219194
148,studying: tertiary total,0.13538525289711345,-0.40635039243140153
29,best_school_number_vce_subjects,0.13625526365577875,-0.23146337318559937
155,relationships: group household,0.1421045740914257,-0.325429912178322
179,f20_transport_regulation_offences_pc,0.14962474803743872,-0.20894335018946156
234,birth: scotland_pc,0.15681907418008487,-0.06016914701812587
235,birth: china excludes sars and taiwan_pc,0.16477986246529072,-0.3290559683377852
231,birth: taiwan_pc,0.165673584786722,-0.26146417941339267
106,birth: south africa,0.17829400689131317,-0.17671498465313623
225,birth: hong kong sar of china_pc,0.19674964964999667,-0.3235421352906616
205,population: 45-49_pc,0.19843098548342067,-0.15096372537484254
215,birth: wales_pc,0.20278527280053688,-0.08303428318188814
39,zoned_school_number_vce_subjects,0.20897118973906226,-0.21976229205629297
191,economic: gini coefficient_pc,0.22581635472854827,0.05792091022497902
140,studying: tertiary PT 25+,0.22591606761688182,-0.4167396117247986
229,birth: chile_pc,0.22659708326016373,-0.48609237120571047
204,population: 40-44_pc,0.2330208400503922,-0.3624218809690121
281,overseas: 5 years_pc,0.24434993166080166,-0.3976961866783565
266,birth: germany_pc,0.2575449496188608,-0.18440520098375168
239,birth: greece_pc,0.2621772681380369,-0.41693495833923666
188,economic: median income_pc,0.26929456253047984,-0.014145806406110241
40,zoned_school_satisfactory_complete_vce_percent,0.27730064734573207,-0.031962356587390814
30,best_school_satisfactory_complete_vce_percent,0.29132933747554723,-0.1985237747601626
286,relationships: lone persons_pc,0.3039771877737525,0.033067399026203224
263,birth: born elsewhere_pc,0.3052323129506688,-0.5382812795784494
35,avg_school_satisfactory_complete_vce_percent,0.30859815652757483,-0.2202974602235307
283,relationships: defacto_pc,0.3124263177224575,-0.12508490665162875
100,birth: japan,0.31261029081235187,-0.42652144120684904
267,studying: primary other_pc,0.314170291133757,-0.0333235440457552
203,population: 35-39_pc,0.3153220493367044,-0.5224881539826178
269,studying: tertiary FT 25+_pc,0.3319627825317664,-0.45882158235782056
201,population: 25-29_pc,0.33509455201248306,-0.38119413196130547
202,population: 30-34_pc,0.33509842703203996,-0.43969549617654463
189,economic: top 5% suburb_pc,0.3507765843204642,-0.04280119714024375
287,relationships: group household_pc,0.35902578328261786,-0.34264580361326563
82,birth: brazil,0.36149057049496564,-0.4021473160113427
41,zoned_school_median_study_score,0.36623992532747357,-0.08952180951671043
268,studying: tertiary FT 14-25_pc,0.37516800639294673,-0.4573053477247985
228,birth: england_pc,0.376592550273373,-0.1658998003985191
237,birth: singapore_pc,0.38085081177665275,-0.500547472573439
32,best_school_study_score_over_40_percent,0.40354858822648104,-0.13869418225834537
236,birth: poland_pc,0.42287763808499246,-0.4060212819993287
92,birth: ireland,0.4282313217208945,-0.34294150890321173
214,birth: brazil_pc,0.42910089603762186,-0.37778055356025453
248,birth: new zealand_pc,0.4305233489508393,-0.4421116990710224
190,economic: top 1% suburb_pc,0.4338881124762832,-0.10574095844714235
238,birth: south africa_pc,0.44868937646924484,-0.21806241994763947
280,studying: tertiary total_pc,0.4586413052417743,-0.5222643078149822
128,birth: canada,0.483823476838719,-0.42746181833779257
37,avg_school_study_score_over_40_percent,0.5152736755977021,-0.16521511325186772
31,best_school_median_study_score,0.5169550499342336,-0.2863339127853355
43,zoned_school_percentage_applying_to_victorian_uni,0.5189936637930033,-0.2954556428670563
33,best_school_percentage_applying_to_victorian_uni,0.5289905528951945,-0.4138936134996903
232,birth: japan_pc,0.530666502899804,-0.48300648012280784
119,birth: france,0.5492826957142255,-0.3976614600975759
42,zoned_school_study_score_over_40_percent,0.570752391549778,-0.2639665463028308
272,studying: tertiary PT 25+_pc,0.5714442507179356,-0.433438434696029
123,birth: united states of america,0.5734671101576353,-0.4671026425441093
38,avg_school_percentage_applying_to_victorian_uni,0.5809735022760513,-0.4803628966657637
224,birth: ireland_pc,0.593944371849898,-0.34523184322043443
271,studying: tertiary PT 14-25_pc,0.6107784821928038,-0.6133295546517727
52,developed_percentage,0.6127953791734134,-0.7027489464367569
36,avg_school_median_study_score,0.624529927768669,-0.28935092506913873
49,urban_percentage,0.6291189539478027,-0.6532298603800494
291,economic: number of earners_pc,0.6918295779903341,-0.31507013891618174
58,economic: gini coefficient,0.6946280764147452,-0.2662467959731224
251,birth: france_pc,0.712638929149339,-0.41813418346027587
57,economic: top 1% suburb,0.7187551677183736,-0.27104361249986847
260,birth: canada_pc,0.7311987048921772,-0.42030909606578354
55,economic: median income,0.7372910214775406,-0.4092064209396959
56,economic: top 5% suburb,0.7500523792622661,-0.29075955690263183
255,birth: united states of america_pc,0.797764909967073,-0.4784974529256497
