,variable,correlation,correlation_with_distance
189,economic: top 5% suburb_pc,0.3009194777367981,-0.04280119714024375
32,best_school_study_score_over_40_percent,0.3048137646244339,-0.13869418225834537
286,relationships: lone persons_pc,0.3173621967607223,0.033067399026203224
281,overseas: 5 years_pc,0.3257883339465807,-0.3976961866783565
229,birth: chile_pc,0.33194822277179414,-0.48609237120571047
41,zoned_school_median_study_score,0.34499463403068187,-0.08952180951671043
140,studying: tertiary PT 25+,0.3485118581656963,-0.4167396117247986
204,population: 40-44_pc,0.3589711462458394,-0.3624218809690121
100,birth: japan,0.36413410996962664,-0.42652144120684904
239,birth: greece_pc,0.3642680444900675,-0.41693495833923666
190,economic: top 1% suburb_pc,0.3738421181142993,-0.10574095844714235
228,birth: england_pc,0.3744948713687937,-0.1658998003985191
236,birth: poland_pc,0.392274188768247,-0.4060212819993287
37,avg_school_study_score_over_40_percent,0.3995121326411169,-0.16521511325186772
238,birth: south africa_pc,0.4013419332956387,-0.21806241994763947
268,studying: tertiary FT 14-25_pc,0.40302381362739315,-0.4573053477247985
263,birth: born elsewhere_pc,0.4066778222513746,-0.5382812795784494
283,relationships: defacto_pc,0.41681648394272475,-0.12508490665162875
237,birth: singapore_pc,0.4424670039013169,-0.500547472573439
82,birth: brazil,0.4444169390777885,-0.4021473160113427
269,studying: tertiary FT 25+_pc,0.44842644791171227,-0.45882158235782056
201,population: 25-29_pc,0.4656970518134367,-0.38119413196130547
31,best_school_median_study_score,0.4702137821064899,-0.2863339127853355
287,relationships: group household_pc,0.4745663034525955,-0.34264580361326563
92,birth: ireland,0.4835376500002432,-0.34294150890321173
202,population: 30-34_pc,0.5053899825631206,-0.43969549617654463
214,birth: brazil_pc,0.5106348255081282,-0.37778055356025453
43,zoned_school_percentage_applying_to_victorian_uni,0.517675432607756,-0.2954556428670563
203,population: 35-39_pc,0.5231466753338091,-0.5224881539826178
42,zoned_school_study_score_over_40_percent,0.5305824322707104,-0.2639665463028308
280,studying: tertiary total_pc,0.5336783242705674,-0.5222643078149822
33,best_school_percentage_applying_to_victorian_uni,0.5362291516072886,-0.4138936134996903
128,birth: canada,0.5493452375347944,-0.42746181833779257
248,birth: new zealand_pc,0.5601741491031699,-0.4421116990710224
36,avg_school_median_study_score,0.5610423819489779,-0.28935092506913873
232,birth: japan_pc,0.5740447558295552,-0.48300648012280784
58,economic: gini coefficient,0.5790456189661928,-0.2662467959731224
38,avg_school_percentage_applying_to_victorian_uni,0.5796535435845388,-0.4803628966657637
119,birth: france,0.5950630748982126,-0.3976614600975759
57,economic: top 1% suburb,0.6060331981845084,-0.27104361249986847
123,birth: united states of america,0.633700895960677,-0.4671026425441093
56,economic: top 5% suburb,0.6341125640306869,-0.29075955690263183
224,birth: ireland_pc,0.6458275053621332,-0.34523184322043443
271,studying: tertiary PT 14-25_pc,0.6834028118282323,-0.6133295546517727
272,studying: tertiary PT 25+_pc,0.6958751446133582,-0.433438434696029
49,urban_percentage,0.7000957839455945,-0.6532298603800494
52,developed_percentage,0.7116781877001036,-0.7027489464367569
291,economic: number of earners_pc,0.7189115708093748,-0.31507013891618174
55,economic: median income,0.7570859334290633,-0.4092064209396959
251,birth: france_pc,0.7626974158837163,-0.41813418346027587
260,birth: canada_pc,0.7811486169148698,-0.42030909606578354
255,birth: united states of america_pc,0.855964984613069,-0.4784974529256497
